Timestamp,No.,Ticker,Company,Country,Market Cap,P/E,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Interest,Performance (1 Minute),Performance (2 Minutes),Performance (3 Minutes),Performance (5 Minutes),Performance (15 Minutes),Performance (30 Minutes),Performance (1 Hour),Performance (2 Hours),Performance (4 Hours),Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,Earnings Date,Change from Open,Gap,Average Volume,Relative Volume,Volume,Prev Close,High,Low,Price,Change,After-Hours Close,After-Hours Change
2024-07-19 07:14:20,4,COST,Costco Wholesale Corp,USA,372135.95,52.03,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,0.00%,-0.09%,0.00%,0.00%,0.00%,-0.07%,-0.06%,0.00%,0.00%,-0.41%,-3.60%,18.02%,22.13%,54.93%,27.17%,16.95,1.73%,1.73%,-2.12%,0.94%,19.54%,5/30/2024 4:30:00 PM,0.04%,-0.03%,1869.03,2.13,198675,839.37,859.75,822.80,839.41,0.00%,,
2024-07-19 07:14:20,5,HE,"Hawaiian Electric Industries, Inc.",USA,1945.69,10.41,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,0.11%,0.46%,-0.34%,1.03%,0.92%,1.26%,0.06%,-1.73%,-1.73%,69.13%,87.66%,72.77%,36.22%,-54.32%,24.31%,1.04,8.91%,7.02%,81.63%,73.05%,48.31%,5/10/2024 4:30:00 PM,0.57%,37.57%,3368.35,3.44,579888,12.75,17.97,17.24,17.64,38.35%,,
2024-07-19 07:14:20,6,LODE,Comstock Inc,USA,25.44,2.71,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.00%,-0.54%,-0.43%,1.71%,2.79%,6.67%,8.88%,6.67%,6.67%,3.08%,5.26%,-41.96%,-62.30%,-73.33%,-66.42%,0.02,9.25%,9.62%,11.20%,-11.71%,-50.78%,4/30/2024 8:30:00 AM,6.67%,2.86%,1800.95,12.03,1082882,0.17,0.19,0.17,0.18,9.72%,,
2024-07-19 07:14:20,7,NAAS,Naas Technology Inc ADR,China,41.48,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,-1.98%,0.20%,0.92%,9.15%,11.36%,13.79%,13.40%,13.01%,13.01%,135.15%,75.53%,-51.94%,-58.05%,-90.08%,-67.43%,1.44,58.80%,35.74%,161.04%,34.57%,-66.23%,5/9/2024 4:30:00 PM,11.24%,10.01%,2098.54,9.58,1005137,8.09,10.20,8.60,9.90,22.37%,,
2024-07-19 07:14:20,8,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,-0.04%,0.00%,0.00%,0.41%,0.38%,0.41%,-0.04%,-0.48%,-0.48%,13.09%,19.11%,-60.44%,-85.23%,,-88.24%,0.20,8.10%,9.03%,5.82%,-20.40%,-81.73%,,-0.48%,1.35%,20837.37,2.57,2677302,2.22,2.29,2.21,2.24,0.86%,,
2024-07-19 07:14:20,9,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,0.16%,0.16%,0.50%,0.50%,0.00%,0.33%,0.00%,-0.98%,-0.98%,12.59%,17.83%,-60.65%,-85.35%,,-89.19%,0.54,8.04%,9.01%,5.51%,-20.78%,-81.07%,,-0.65%,1.16%,5404.79,2.13,575983,6.05,6.14,6.03,6.08,0.50%,,
2024-07-19 07:14:20,10,NVOS,Novo Integrated Sciences Inc,USA,12.10,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,1.38%,0.84%,0.03%,1.38%,-0.72%,-9.41%,-0.01%,-0.73%,-0.73%,33.52%,-12.10%,54.33%,5.19%,-39.51%,-12.33%,0.11,10.92%,13.29%,5.49%,2.82%,-33.81%,1/22/2024 4:30:00 PM,-2.49%,22.56%,7059.19,11.91,4202617,0.60,0.84,0.69,0.72,19.51%,,
2024-07-19 07:14:20,11,S,SentinelOne Inc,USA,6742.35,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,-0.23%,0.23%,0.70%,0.70%,-0.37%,1.46%,0.70%,-0.51%,-0.51%,5.95%,18.67%,4.56%,-12.82%,38.94%,-21.47%,0.97,4.40%,3.84%,7.29%,8.00%,-1.44%,5/30/2024 4:30:00 PM,-0.60%,7.65%,4701.74,3.16,743468,20.14,22.79,20.60,21.55,7.00%,,
2024-07-19 07:14:20,12,SERV,Serve Robotics Inc,USA,159.90,,23.48,36.70%,0.46%,,,5.50%,1.29,0.00%,0.00%,-1.15%,-2.93%,-5.90%,-4.43%,-9.26%,-8.88%,-8.88%,88.21%,110.24%,38.59%,,,-82.76%,0.45,9.32%,11.78%,101.87%,69.97%,14.82%,05/29/2024,-3.58%,69.96%,638.12,298.09,9510995,2.63,4.93,4.28,4.31,63.88%,,
2024-07-19 07:14:20,13,SGD,Safe and Green Development Corp,USA,6.22,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,-0.10%,-2.51%,-1.52%,-4.43%,-5.44%,-4.69%,-9.73%,-13.84%,-13.84%,-2.48%,-8.94%,-38.41%,-46.13%,,-72.29%,0.04,10.54%,7.45%,-4.14%,-19.52%,-60.77%,,-12.42%,19.79%,3502.27,45.59,7983461,0.37,0.45,0.39,0.39,4.92%,,
2024-07-19 07:14:20,14,SXTP,60 Degrees Pharmaceuticals Inc,USA,5.43,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,1.55%,2.20%,-0.45%,-2.20%,4.76%,18.79%,36.54%,31.00%,31.00%,81.26%,66.36%,80.56%,-39.29%,-86.52%,-56.37%,0.04,7.88%,9.38%,78.32%,68.52%,-5.19%,5/15/2024 8:30:00 AM,30.54%,38.58%,760.44,762.01,28972985,0.25,0.47,0.31,0.44,80.89%,,
2024-07-19 07:14:20,15,TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,USA,,,,,,,,,,0.07%,0.06%,0.06%,0.14%,-0.27%,0.14%,1.00%,0.21%,0.21%,-0.98%,-50.00%,-73.07%,-54.39%,,-37.81%,2.01,11.63%,10.64%,-25.89%,-46.96%,-56.59%,,0.50%,-0.28%,3445.35,2.49,428587,14.10,14.53,13.99,14.13,0.21%,,
2024-07-19 07:14:20,16,UNCY,Unicycive Therapeutics Inc,USA,37.01,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,0.00%,0.02%,0.00%,0.75%,1.89%,1.89%,-1.59%,-1.82%,-1.82%,-12.71%,-33.11%,-60.37%,-49.75%,-65.44%,-50.21%,0.06,10.08%,14.78%,-13.82%,-41.40%,-52.85%,5/13/2024 4:30:00 PM,-1.82%,8.00%,889.21,13.37,594471,0.41,0.45,0.42,0.43,6.04%,,
2024-07-19 07:29:20,1,AMIX,Autonomix Medical Inc.,USA,28.00,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,0.03%,0.00%,0.00%,0.64%,3.47%,-0.67%,4.20%,7.97%,7.97%,141.10%,33.04%,-47.72%,,,-70.61%,0.28,41.02%,26.25%,64.09%,-8.74%,-46.15%,,7.97%,2.22%,3692.73,2.56,472701,1.35,1.53,1.29,1.49,10.37%,,
2024-07-19 07:29:20,2,AUGX,Augmedix Inc,USA,111.16,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,-0.43%,0.00%,-0.44%,-0.01%,0.00%,0.00%,10.19%,10.19%,10.19%,147.65%,202.67%,-24.58%,-54.05%,-49.56%,-61.20%,0.16,4.64%,7.56%,151.72%,106.01%,-39.19%,5/13/2024 4:30:00 PM,26.82%,95.33%,738.16,102.01,3765145,0.92,2.29,1.78,2.27,147.71%,,
2024-07-19 07:29:20,3,CAAS,China Automotive Systems Inc,China,118.95,3.04,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,0.00%,0.00%,0.77%,0.87%,-0.25%,0.77%,0.77%,2.34%,2.34%,12.25%,2.34%,6.78%,27.92%,-22.90%,21.98%,0.18,4.45%,3.97%,9.87%,7.21%,13.09%,5/14/2024 8:30:00 AM,2.34%,9.69%,35.94,59.38,106709,3.51,4.08,3.77,3.94,12.25%,,
2024-07-19 07:29:20,4,CMND,Clearmind Medicine Inc,Canada,5.55,,2.92,7.75%,0.00%,8.79%,,11.71%,0.34,0.00%,1.74%,1.74%,2.34%,0.00%,-7.89%,-5.41%,-5.41%,-5.41%,2.94%,42.28%,48.54%,53.51%,-86.16%,-37.72%,0.21,16.89%,15.53%,10.76%,30.29%,-20.25%,,-4.89%,7.60%,2711.81,2.19,296783,1.71,1.91,1.68,1.75,2.34%,,
2024-07-19 07:29:20,5,COST,Costco Wholesale Corp,USA,372833.74,52.13,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,0.07%,0.07%,0.07%,0.07%,0.12%,0.19%,0.12%,0.19%,0.19%,-0.23%,-3.42%,18.24%,22.36%,55.22%,27.41%,16.95,1.73%,1.73%,-1.94%,1.13%,19.76%,5/30/2024 4:30:00 PM,0.22%,-0.03%,1869.03,2.13,199061,839.37,859.75,822.80,840.98,0.19%,,
2024-07-19 07:29:20,6,HE,"Hawaiian Electric Industries, Inc.",USA,1941.28,10.38,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,0.34%,0.00%,0.40%,0.28%,-0.56%,0.69%,1.56%,-1.95%,-1.95%,68.74%,87.23%,72.38%,35.91%,-54.43%,24.03%,1.04,8.91%,7.02%,81.22%,72.66%,47.97%,5/10/2024 4:30:00 PM,0.34%,37.57%,3368.35,3.67,617724,12.75,17.97,17.24,17.60,38.04%,,
2024-07-19 07:29:20,7,LODE,Comstock Inc,USA,25.44,2.71,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.00%,0.05%,0.05%,1.88%,0.00%,2.79%,8.88%,6.67%,6.67%,3.08%,5.26%,-41.96%,-62.30%,-73.33%,-66.42%,0.02,9.25%,9.62%,11.20%,-11.71%,-50.78%,4/30/2024 8:30:00 AM,6.67%,2.86%,1800.95,13.97,1258011,0.17,0.19,0.17,0.18,9.72%,,
2024-07-19 07:29:20,8,NAAS,Naas Technology Inc ADR,China,38.93,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,-0.10%,-0.43%,-0.09%,3.46%,-4.41%,4.50%,7.28%,6.05%,6.05%,120.67%,64.72%,-54.90%,-60.63%,-90.69%,-69.44%,1.44,58.80%,35.74%,144.97%,26.28%,-68.31%,5/9/2024 4:30:00 PM,4.39%,10.01%,2098.54,14.42,1512570,8.09,10.20,8.60,9.29,14.84%,,
2024-07-19 07:29:20,9,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,0.00%,0.00%,0.04%,0.41%,0.45%,0.86%,1.35%,0.00%,0.00%,13.64%,19.68%,-60.25%,-85.16%,,-88.18%,0.20,8.10%,9.03%,6.33%,-20.02%,-81.64%,,0.00%,1.35%,20837.37,2.71,2824454,2.22,2.29,2.21,2.25,1.35%,,
2024-07-19 07:29:20,10,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,-0.16%,-0.33%,0.00%,0.16%,0.33%,0.33%,0.99%,-0.65%,-0.65%,12.96%,18.22%,-60.52%,-85.30%,,-89.15%,0.54,8.04%,9.01%,5.86%,-20.52%,-81.01%,,-0.33%,1.16%,5404.79,2.25,606814,6.05,6.14,6.03,6.10,0.83%,,
2024-07-19 07:29:20,11,NVOS,Novo Integrated Sciences Inc,USA,12.84,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,1.31%,-2.54%,-3.29%,-0.14%,5.77%,5.38%,6.60%,5.36%,5.36%,41.72%,-6.70%,63.81%,11.65%,-35.80%,-6.94%,0.11,10.92%,13.29%,11.97%,9.13%,-29.74%,1/22/2024 4:30:00 PM,3.49%,22.56%,7059.19,15.56,5491510,0.60,0.84,0.69,0.76,26.85%,,
2024-07-19 07:29:20,12,S,SentinelOne Inc,USA,6779.89,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,0.09%,0.09%,0.10%,0.09%,1.03%,0.18%,1.93%,0.05%,0.05%,6.54%,19.33%,5.14%,-12.34%,39.72%,-21.03%,0.97,4.40%,3.84%,7.89%,8.60%,-0.89%,5/30/2024 4:30:00 PM,-0.05%,7.65%,4701.74,3.26,766682,20.14,22.79,20.60,21.67,7.60%,,
2024-07-19 07:29:20,13,SERV,Serve Robotics Inc,USA,159.16,,23.48,36.70%,0.46%,,,5.50%,1.29,-0.69%,-0.69%,0.00%,-0.46%,0.47%,-6.33%,-9.13%,-9.30%,-9.30%,87.34%,109.27%,37.94%,,,-82.84%,0.45,9.32%,11.78%,100.94%,69.18%,14.29%,05/29/2024,-4.03%,69.96%,638.12,327.72,10456269,2.63,4.93,4.26,4.29,63.12%,,
2024-07-19 07:29:20,14,SGD,Safe and Green Development Corp,USA,6.50,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,-0.93%,-1.20%,-0.93%,-0.93%,3.11%,-1.29%,-1.94%,-10.06%,-10.06%,1.80%,-4.95%,-35.71%,-43.77%,,-71.07%,0.04,10.54%,7.45%,0.06%,-16.00%,-59.05%,,-8.58%,19.79%,3502.27,46.87,8207946,0.37,0.45,0.39,0.41,9.52%,,
2024-07-19 07:29:20,15,SXTP,60 Degrees Pharmaceuticals Inc,USA,5.39,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,1.40%,0.59%,1.71%,-0.34%,-0.83%,3.88%,7.35%,29.91%,29.91%,79.76%,64.97%,79.06%,-39.80%,-86.63%,-56.74%,0.04,7.88%,9.38%,76.83%,67.12%,-5.98%,5/15/2024 8:30:00 AM,29.45%,38.58%,760.44,846.89,32200123,0.25,0.47,0.31,0.44,79.39%,,
2024-07-19 07:29:20,16,TSDD,GraniteShares 2x Short TSLA Daily ETF,USA,,,,,,,,,,-0.22%,-0.22%,-0.22%,-0.22%,0.11%,0.11%,0.56%,-0.34%,-0.34%,-0.78%,-50.25%,-73.23%,-54.75%,,-42.77%,1.24,11.52%,10.53%,-26.09%,-47.17%,-58.19%,,-0.34%,0.56%,1094.69,2.11,115627,8.89,8.94,8.83,8.91,0.22%,,
2024-07-19 07:29:20,17,UNCY,Unicycive Therapeutics Inc,USA,36.67,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,0.00%,0.00%,0.00%,-0.02%,-0.90%,0.94%,-1.61%,-2.73%,-2.73%,-13.52%,-33.73%,-60.73%,-50.22%,-65.76%,-50.67%,0.06,10.08%,14.78%,-14.62%,-41.94%,-53.29%,5/13/2024 4:30:00 PM,-2.73%,8.00%,889.21,13.78,612832,0.41,0.45,0.42,0.43,5.06%,,
2024-07-19 07:44:20,1,AMIX,Autonomix Medical Inc.,USA,27.63,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,0.00%,0.00%,-0.31%,0.72%,-1.30%,2.12%,0.03%,6.56%,6.56%,137.94%,31.29%,-48.40%,,,-71.00%,0.28,41.02%,26.25%,61.94%,-9.94%,-46.86%,,6.56%,2.22%,3692.73,2.70,498669,1.35,1.53,1.29,1.47,8.93%,,
2024-07-19 07:44:20,2,AUGX,Augmedix Inc,USA,111.17,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,0.00%,-0.43%,-0.43%,0.00%,0.00%,0.00%,0.00%,10.20%,10.20%,147.67%,202.68%,-24.58%,-54.05%,-49.55%,-61.19%,0.16,4.64%,7.56%,151.73%,106.02%,-39.19%,5/13/2024 4:30:00 PM,26.82%,95.33%,738.16,105.15,3880978,0.92,2.29,1.78,2.27,147.72%,,
2024-07-19 07:44:20,3,CAAS,China Automotive Systems Inc,China,117.44,3.00,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,0.00%,-2.26%,0.00%,-2.02%,-1.27%,-2.51%,-1.02%,1.04%,1.04%,10.83%,1.04%,5.42%,26.30%,-23.87%,20.43%,0.18,4.45%,3.97%,8.47%,5.85%,11.66%,5/14/2024 8:30:00 AM,1.04%,9.69%,35.94,61.30,110151,3.51,4.08,3.77,3.89,10.83%,,
2024-07-19 07:44:20,4,CMND,Clearmind Medicine Inc,Canada,5.61,,2.92,7.75%,0.00%,8.79%,,11.71%,0.34,0.00%,-1.67%,-0.02%,0.67%,0.57%,1.74%,-4.32%,-4.32%,-4.32%,4.12%,43.90%,50.24%,55.26%,-86.01%,-37.01%,0.21,16.89%,15.53%,12.03%,31.78%,-19.34%,,-3.80%,7.60%,2711.81,2.38,323273,1.71,1.91,1.68,1.77,3.51%,,
2024-07-19 07:44:20,5,COST,Costco Wholesale Corp,USA,372816.15,52.12,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,0.06%,0.06%,0.06%,0.06%,0.06%,0.11%,0.11%,0.19%,0.19%,-0.23%,-3.42%,18.23%,22.35%,55.22%,27.40%,16.95,1.73%,1.73%,-1.94%,1.12%,19.76%,5/30/2024 4:30:00 PM,0.22%,-0.03%,1869.03,2.14,199533,839.37,859.75,822.80,840.95,0.19%,,
2024-07-19 07:44:20,6,HE,"Hawaiian Electric Industries, Inc.",USA,1940.18,10.38,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,-0.34%,-0.17%,0.11%,0.17%,0.29%,-0.17%,0.69%,-2.01%,-2.01%,68.65%,87.13%,72.28%,35.83%,-54.45%,23.96%,1.04,8.91%,7.02%,81.12%,72.56%,47.89%,5/10/2024 4:30:00 PM,0.29%,37.57%,3368.35,3.85,649244,12.75,17.97,17.24,17.59,37.96%,,
2024-07-19 07:44:20,7,LODE,Comstock Inc,USA,25.01,2.66,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,-0.06%,0.50%,0.50%,-0.50%,-1.68%,-1.68%,7.04%,4.87%,4.87%,1.34%,3.49%,-42.93%,-62.93%,-73.78%,-66.99%,0.02,9.25%,9.62%,9.32%,-13.20%,-51.61%,4/30/2024 8:30:00 AM,4.87%,2.86%,1800.95,18.37,1654384,0.17,0.19,0.17,0.18,7.87%,,
2024-07-19 07:44:20,8,NAAS,Naas Technology Inc ADR,China,39.72,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,-0.73%,0.96%,1.94%,2.38%,2.82%,-2.46%,8.97%,8.22%,8.22%,125.18%,68.09%,-53.98%,-59.83%,-90.50%,-68.82%,1.44,58.80%,35.74%,149.97%,28.86%,-67.66%,5/9/2024 4:30:00 PM,6.52%,10.01%,2098.54,16.38,1718235,8.09,10.20,8.60,9.48,17.18%,,
2024-07-19 07:44:20,9,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,0.04%,0.01%,0.04%,0.00%,0.04%,0.45%,0.90%,0.00%,0.00%,13.64%,19.68%,-60.25%,-85.16%,,-88.18%,0.20,8.10%,9.03%,6.33%,-20.02%,-81.64%,,0.00%,1.35%,20837.37,2.81,2922723,2.22,2.29,2.21,2.25,1.35%,,
2024-07-19 07:44:20,10,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.33%,0.17%,0.50%,-0.81%,-0.81%,12.78%,18.02%,-60.58%,-85.33%,,-89.17%,0.54,8.04%,9.01%,5.69%,-20.65%,-81.04%,,-0.49%,1.16%,5404.79,2.35,635549,6.05,6.14,6.03,6.09,0.66%,,
2024-07-19 07:44:20,11,NVOS,Novo Integrated Sciences Inc,USA,12.43,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,0.00%,1.61%,1.92%,0.39%,-3.25%,2.34%,-6.97%,1.94%,1.94%,37.12%,-9.73%,58.49%,8.02%,-37.88%,-9.96%,0.11,10.92%,13.29%,8.34%,5.59%,-32.03%,1/22/2024 4:30:00 PM,0.14%,22.56%,7059.19,17.06,6020717,0.60,0.84,0.69,0.74,22.73%,,
2024-07-19 07:44:20,12,PALI,Palisade Bio Inc,USA,4.24,,0.91,2.30%,148.01%,6.62%,,2.61%,0.02,0.00%,-1.10%,-0.01%,-1.10%,-9.80%,-9.80%,-9.80%,3.20%,3.20%,-0.66%,-3.84%,-11.05%,-43.27%,-86.02%,-49.04%,0.39,7.24%,6.83%,0.50%,-9.90%,-34.55%,5/14/2024 8:30:00 AM,3.20%,0.46%,640.19,4.31,137880,4.35,5.38,4.22,4.51,3.68%,,
2024-07-19 07:44:20,13,S,SentinelOne Inc,USA,6914.43,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,0.36%,0.00%,-0.63%,0.91%,1.38%,3.03%,4.05%,2.03%,2.03%,8.65%,21.70%,7.23%,-10.60%,42.49%,-19.46%,0.97,4.40%,3.84%,10.03%,10.75%,1.07%,5/30/2024 4:30:00 PM,1.94%,7.65%,4701.74,3.56,837729,20.14,22.79,20.60,22.10,9.73%,,
2024-07-19 07:44:20,14,SERV,Serve Robotics Inc,USA,161.76,,23.48,36.70%,0.46%,,,5.50%,1.29,0.23%,1.40%,0.93%,0.23%,3.07%,2.11%,-3.33%,-7.82%,-7.82%,90.39%,112.68%,40.19%,,,-82.56%,0.45,9.32%,11.78%,104.22%,71.94%,16.15%,05/29/2024,-2.46%,69.96%,638.12,347.17,11076979,2.63,4.93,4.19,4.36,65.78%,,
2024-07-19 07:44:20,15,SGD,Safe and Green Development Corp,USA,6.43,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,-0.12%,0.00%,-0.45%,0.00%,-0.72%,2.11%,-1.47%,-10.93%,-10.93%,0.82%,-5.87%,-36.33%,-44.31%,,-71.35%,0.04,10.54%,7.45%,-0.90%,-16.81%,-59.45%,,-9.46%,19.79%,3502.27,47.82,8373869,0.37,0.45,0.39,0.40,8.46%,,
2024-07-19 07:44:20,16,SIFY,Sify Technologies Limited ADR,India,87.98,,182.84,,,0.65%,-13.58%,1.87%,3.42,-0.02%,-0.02%,-0.02%,-1.84%,-3.81%,-2.04%,-1.46%,-0.02%,-0.02%,19.83%,29.67%,-60.98%,-69.14%,-83.16%,-74.27%,0.06,10.20%,11.24%,12.49%,-40.19%,-63.38%,7/19/2024 8:30:00 AM,-0.02%,2.39%,594.14,4.14,123008,0.47,0.50,0.47,0.48,2.37%,,
2024-07-19 07:44:20,17,SXTP,60 Degrees Pharmaceuticals Inc,USA,6.40,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,2.88%,3.80%,4.67%,4.88%,13.14%,17.84%,39.99%,54.37%,54.37%,113.60%,96.04%,112.78%,-28.46%,-84.11%,-48.59%,0.04,7.88%,9.38%,110.13%,98.59%,11.73%,5/15/2024 8:30:00 AM,53.83%,38.58%,760.44,1154.64,43901509,0.25,0.53,0.31,0.52,113.17%,,
2024-07-19 07:44:20,18,UNCY,Unicycive Therapeutics Inc,USA,37.93,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,-1.69%,-1.62%,-1.32%,-1.64%,3.43%,2.48%,4.41%,0.61%,0.61%,-10.55%,-31.45%,-59.39%,-48.51%,-64.58%,-48.98%,0.06,10.08%,14.78%,-11.69%,-39.95%,-51.68%,5/13/2024 4:30:00 PM,0.61%,8.00%,889.21,15.20,675617,0.41,0.45,0.42,0.44,8.66%,,
2024-07-19 07:44:20,19,VIRI,Virios Therapeutics Inc,USA,7.34,,23.36,15.84%,0.00%,2.44%,72.61%,1.34%,0.31,0.00%,0.00%,0.00%,0.00%,2.76%,2.80%,5.76%,3.73%,3.73%,5.76%,6.18%,-41.23%,-68.16%,-87.29%,-54.02%,0.04,16.48%,14.59%,6.39%,1.42%,-44.23%,5/9/2024 8:30:00 AM,3.73%,-3.12%,1492.33,2.77,206717,0.26,0.26,0.25,0.26,0.49%,,
2024-07-19 07:44:20,20,ZSL,ProShares UltraShort Silver -2x Shares,USA,,,,,,,,,,0.00%,0.09%,0.09%,0.09%,0.53%,0.27%,0.97%,1.16%,1.16%,12.20%,2.17%,-11.92%,-43.37%,-32.23%,-37.99%,0.54,4.48%,3.69%,7.10%,3.24%,-31.23%,,1.16%,4.00%,1520.89,2.03,154499,10.75,11.31,11.14,11.31,5.21%,,
2024-07-19 07:59:20,1,AMIX,Autonomix Medical Inc.,USA,28.00,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,0.03%,0.00%,-0.67%,0.71%,1.33%,0.01%,-0.67%,7.97%,7.97%,141.10%,33.04%,-47.72%,,,-70.61%,0.28,41.02%,26.25%,64.09%,-8.74%,-46.15%,,7.97%,2.22%,3692.73,2.87,529209,1.35,1.53,1.29,1.49,10.37%,,
2024-07-19 07:59:20,2,AUGX,Augmedix Inc,USA,111.65,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,0.44%,0.00%,0.00%,0.00%,0.43%,0.44%,0.44%,10.68%,10.68%,148.75%,204.00%,-24.25%,-53.85%,-49.33%,-61.03%,0.16,4.64%,7.56%,152.83%,106.92%,-38.92%,5/13/2024 4:30:00 PM,27.37%,95.33%,738.16,107.39,3963680,0.92,2.29,1.78,2.28,148.80%,,
2024-07-19 07:59:20,3,CAAS,China Automotive Systems Inc,China,122.87,3.14,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,2.01%,4.36%,4.63%,4.63%,2.26%,3.30%,4.09%,5.71%,5.71%,15.95%,5.71%,10.30%,32.14%,-20.35%,26.01%,0.18,4.45%,3.97%,13.49%,10.75%,16.82%,5/14/2024 8:30:00 AM,5.71%,9.69%,35.94,69.52,124928,3.51,4.08,3.77,4.07,15.95%,,
2024-07-19 07:59:20,4,CMND,Clearmind Medicine Inc,Canada,5.55,,2.92,7.75%,0.00%,8.79%,,11.71%,0.34,0.00%,0.00%,0.00%,-1.69%,-1.13%,-0.57%,-5.91%,-5.41%,-5.41%,2.94%,42.28%,48.54%,53.51%,-86.16%,-37.72%,0.21,16.89%,15.53%,10.76%,30.29%,-20.25%,,-4.89%,7.60%,2711.81,2.41,327386,1.71,1.91,1.68,1.75,2.34%,,
2024-07-19 07:59:20,5,COST,Costco Wholesale Corp,USA,372587.91,52.09,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,-0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.13%,0.13%,-0.29%,-3.48%,18.16%,22.28%,55.12%,27.32%,16.95,1.73%,1.73%,-2.00%,1.06%,19.68%,5/30/2024 4:30:00 PM,0.16%,-0.03%,1869.03,2.14,200209,839.37,859.75,822.80,840.43,0.13%,,
2024-07-19 07:59:20,6,HE,"Hawaiian Electric Industries, Inc.",USA,1998.64,10.69,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,-0.22%,-0.17%,0.95%,0.89%,2.66%,3.54%,3.66%,0.95%,0.95%,73.73%,92.77%,77.47%,39.92%,-53.08%,27.70%,1.06,8.91%,7.02%,86.57%,77.76%,52.35%,5/10/2024 4:30:00 PM,3.31%,37.57%,3368.35,5.17,870631,12.75,18.29,17.24,18.12,42.12%,,
2024-07-19 07:59:20,7,LODE,Comstock Inc,USA,24.89,2.65,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,-2.12%,-2.33%,-2.70%,-3.38%,-0.50%,-2.17%,0.56%,4.35%,4.35%,0.84%,2.97%,-43.22%,-63.11%,-73.91%,-67.15%,0.02,9.25%,9.62%,8.78%,-13.63%,-51.85%,4/30/2024 8:30:00 AM,4.35%,2.86%,1800.95,26.54,2389932,0.17,0.19,0.17,0.18,7.33%,,
