Timestamp,No.,Ticker,Company,Country,Market Cap,P/E,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Interest,Performance (1 Minute),Performance (2 Minutes),Performance (3 Minutes),Performance (5 Minutes),Performance (15 Minutes),Performance (30 Minutes),Performance (1 Hour),Performance (2 Hours),Performance (4 Hours),Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,Earnings Date,Change from Open,Gap,Average Volume,Relative Volume,Volume,Prev Close,High,Low,Price,Change,After-Hours Close,After-Hours Change
2024-07-19 07:59:20,8,NAAS,Naas Technology Inc ADR,China,39.81,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,-1.45%,-1.76%,0.53%,-0.94%,0.00%,3.04%,6.86%,8.45%,8.45%,125.65%,68.44%,-53.88%,-59.75%,-90.48%,-68.75%,1.44,58.80%,35.74%,150.49%,29.13%,-67.60%,5/9/2024 4:30:00 PM,6.74%,10.01%,2098.54,20.32,2131986,8.09,10.20,8.60,9.50,17.43%,,
2024-07-19 07:59:20,9,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,-0.04%,-0.41%,-0.41%,0.00%,-0.41%,-0.44%,0.41%,-0.44%,-0.44%,13.13%,19.15%,-60.42%,-85.23%,,-88.24%,0.20,8.10%,9.03%,5.86%,-20.38%,-81.72%,,-0.44%,1.35%,20837.37,2.84,2959981,2.22,2.29,2.21,2.24,0.90%,,
2024-07-19 07:59:20,10,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,-0.16%,-0.16%,-0.16%,-0.32%,-0.49%,-0.32%,-0.16%,-1.14%,-1.14%,12.41%,17.64%,-60.71%,-85.38%,,-89.20%,0.54,8.04%,9.01%,5.35%,-20.91%,-81.10%,,-0.81%,1.16%,5404.79,2.40,649882,6.05,6.14,6.03,6.07,0.34%,,
2024-07-19 07:59:20,11,NVOS,Novo Integrated Sciences Inc,USA,12.21,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,0.00%,0.17%,0.15%,1.55%,-1.68%,-4.96%,0.15%,0.14%,0.14%,34.69%,-11.33%,55.68%,6.11%,-38.98%,-11.56%,0.11,10.92%,13.29%,6.42%,3.72%,-33.23%,1/22/2024 4:30:00 PM,-1.64%,22.56%,7059.19,17.82,6291127,0.60,0.84,0.69,0.73,20.55%,,
2024-07-19 07:59:20,12,PALI,Palisade Bio Inc,USA,4.36,,0.91,2.30%,148.01%,6.62%,,2.61%,0.02,2.87%,2.21%,2.88%,0.89%,2.84%,-7.20%,-7.20%,6.18%,6.18%,2.20%,-1.07%,-8.48%,-41.64%,-85.61%,-47.57%,0.39,7.24%,6.83%,3.39%,-7.31%,-32.66%,5/14/2024 8:30:00 AM,6.18%,0.46%,640.19,4.84,154907,4.35,5.38,4.22,4.64,6.67%,,
2024-07-19 07:59:20,13,S,SentinelOne Inc,USA,6804.92,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,0.23%,-0.46%,-0.41%,-1.14%,-1.58%,-0.23%,0.55%,0.42%,0.42%,6.93%,19.77%,5.53%,-12.01%,40.23%,-20.74%,0.97,4.40%,3.84%,8.29%,9.00%,-0.53%,5/30/2024 4:30:00 PM,0.32%,7.65%,4701.74,3.89,914479,20.14,22.79,20.60,21.75,7.99%,,
2024-07-19 07:59:20,14,SERV,Serve Robotics Inc,USA,165.47,,23.48,36.70%,0.46%,,,5.50%,1.29,0.22%,-0.67%,0.00%,-0.45%,3.25%,5.44%,-2.62%,-5.71%,-5.71%,94.76%,117.56%,43.41%,,,-82.16%,0.45,9.32%,11.78%,108.90%,75.89%,18.82%,05/29/2024,-0.22%,69.96%,638.12,376.73,12020073,2.63,4.93,4.19,4.46,69.58%,,
2024-07-19 07:59:20,15,SGD,Safe and Green Development Corp,USA,6.62,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,0.00%,-0.39%,-1.20%,-1.38%,2.97%,2.23%,0.66%,-8.28%,-8.28%,3.81%,-3.07%,-34.44%,-42.65%,,-70.50%,0.04,10.54%,7.45%,2.04%,-14.34%,-58.24%,,-6.77%,19.79%,3502.27,49.24,8622346,0.37,0.45,0.39,0.41,11.68%,,
2024-07-19 07:59:20,16,SRFM,Surf Air Mobility Inc,USA,29.30,,63.58,27.13%,0.00%,8.88%,,3.24%,2.06,4.19%,4.19%,4.19%,4.19%,-1.24%,1.54%,-9.24%,-9.24%,-9.24%,-17.51%,5.20%,-32.12%,-74.56%,,-78.34%,0.06,15.84%,15.40%,-12.00%,-8.39%,-61.36%,5/14/2024 4:30:00 PM,4.35%,8.31%,888.19,2.34,104078,0.30,0.37,0.31,0.34,13.03%,,
2024-07-19 07:59:20,17,SXTP,60 Degrees Pharmaceuticals Inc,USA,5.55,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,1.11%,-0.31%,-1.07%,0.11%,-12.15%,-1.88%,7.06%,33.88%,33.88%,85.25%,70.02%,84.54%,-37.95%,-86.22%,-55.41%,0.04,7.88%,9.38%,82.24%,72.23%,-3.10%,5/15/2024 8:30:00 AM,33.41%,38.58%,760.44,1376.67,52343646,0.25,0.53,0.31,0.45,84.88%,,
2024-07-19 07:59:20,18,TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Turkey,7227.11,15.11,872.83,0.00%,,3.74%,8.01%,0.03%,0.28,0.00%,0.00%,0.00%,0.00%,0.12%,-0.36%,1.47%,-0.36%,-0.36%,1.22%,12.20%,46.81%,56.52%,91.67%,72.14%,0.21,1.98%,2.26%,6.00%,12.58%,46.05%,5/27/2024 8:30:00 AM,-0.48%,2.21%,457.61,5.17,118231,8.14,8.33,8.16,8.28,1.72%,,
2024-07-19 07:59:20,19,TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,USA,,,,,,,,,,0.07%,-0.05%,0.07%,0.35%,0.87%,0.94%,-0.12%,0.35%,0.35%,-0.84%,-49.93%,-73.03%,-54.33%,,-37.72%,2.01,11.63%,10.64%,-25.79%,-46.88%,-56.53%,,0.64%,-0.28%,3445.35,2.80,481713,14.10,14.53,13.99,14.15,0.35%,,
2024-07-19 07:59:20,20,UNCY,Unicycive Therapeutics Inc,USA,37.54,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,0.00%,0.00%,0.00%,0.02%,-2.34%,2.36%,3.33%,-0.43%,-0.43%,-11.48%,-32.16%,-59.81%,-49.04%,-64.95%,-49.51%,0.06,10.08%,14.78%,-12.60%,-40.57%,-52.19%,5/13/2024 4:30:00 PM,-0.43%,8.00%,889.21,15.49,688587,0.41,0.45,0.42,0.44,7.54%,,
2024-07-19 07:59:20,21,VIRI,Virios Therapeutics Inc,USA,7.34,,23.36,15.84%,0.00%,2.44%,72.61%,1.34%,0.31,0.00%,0.00%,0.00%,-0.04%,0.00%,-0.04%,5.76%,3.73%,3.73%,5.76%,6.18%,-41.23%,-68.16%,-87.29%,-54.02%,0.04,16.48%,14.59%,6.39%,1.42%,-44.23%,5/9/2024 8:30:00 AM,3.73%,-3.12%,1492.33,2.77,207018,0.26,0.26,0.25,0.26,0.49%,,
2024-07-19 07:59:20,22,WBS,Webster Financial Corp.,USA,8488.76,10.12,169.81,0.97%,-3.71%,87.48%,-0.94%,1.94%,3.29,0.00%,0.00%,0.00%,0.00%,0.16%,0.16%,2.13%,2.13%,2.13%,5.93%,21.41%,9.34%,0.79%,11.66%,-2.48%,1.28,2.95%,2.64%,11.57%,12.74%,8.72%,7/23/2024 8:30:00 AM,2.13%,0.00%,1299.02,6.08,394711,48.47,49.52,48.47,49.50,2.13%,,
2024-07-19 07:59:20,23,ZSL,ProShares UltraShort Silver -2x Shares,USA,,,,,,,,,,-0.10%,-0.10%,-0.10%,-0.45%,-0.16%,0.17%,0.26%,0.80%,0.80%,11.80%,1.80%,-12.24%,-43.57%,-32.48%,-38.22%,0.54,4.48%,3.69%,6.71%,2.87%,-31.48%,,0.80%,4.00%,1520.89,2.12,160871,10.75,11.32,11.14,11.27,4.83%,,
2024-07-19 08:14:21,1,AMIX,Autonomix Medical Inc.,USA,27.81,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,0.00%,2.07%,0.68%,3.50%,-1.00%,0.65%,2.78%,4.23%,7.25%,139.48%,32.14%,-48.07%,,,-70.81%,0.28,41.02%,26.25%,62.99%,-9.35%,-46.52%,,7.25%,2.22%,3692.73,3.21,592664,1.35,1.53,1.29,1.48,9.63%,,
2024-07-19 08:14:21,2,AUGX,Augmedix Inc,USA,111.65,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,0.44%,0.00%,0.00%,0.00%,0.44%,0.43%,0.44%,10.68%,10.68%,148.75%,204.00%,-24.25%,-53.85%,-49.33%,-61.03%,0.16,4.64%,7.56%,152.83%,106.92%,-38.92%,5/13/2024 4:30:00 PM,27.37%,95.33%,738.16,118.32,4366802,0.92,2.29,1.78,2.28,148.80%,,
2024-07-19 08:14:21,3,BITU,ProShares Ultra Bitcoin ETF,USA,,,,,,,,,,0.00%,-0.47%,-0.47%,-0.47%,-0.50%,0.03%,0.50%,0.88%,0.81%,23.07%,-4.29%,-7.65%,,,-16.65%,2.13,5.26%,5.12%,9.13%,-5.40%,-7.61%,,0.81%,1.57%,879.24,3.24,142441,29.23,30.20,29.11,29.93,2.39%,,
2024-07-19 08:14:21,4,CAAS,China Automotive Systems Inc,China,121.97,3.12,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,0.04%,0.00%,1.51%,3.32%,-1.94%,1.51%,2.28%,1.51%,4.94%,15.10%,4.94%,9.49%,31.17%,-20.94%,25.08%,0.19,4.45%,3.97%,12.65%,9.93%,15.96%,5/14/2024 8:30:00 AM,4.94%,9.69%,35.94,116.51,209365,3.51,4.19,3.77,4.04,15.10%,,
2024-07-19 08:14:21,5,CMND,Clearmind Medicine Inc,Canada,5.55,,2.92,7.75%,0.00%,8.79%,,11.71%,0.34,-1.13%,-0.42%,-1.13%,-0.57%,0.00%,-1.13%,1.90%,-5.41%,-5.41%,2.94%,42.28%,48.54%,53.51%,-86.16%,-37.72%,0.21,16.89%,15.53%,10.76%,30.29%,-20.25%,,-4.89%,7.60%,2711.81,2.45,332530,1.71,1.91,1.68,1.75,2.34%,,
2024-07-19 08:14:21,6,COST,Costco Wholesale Corp,USA,372587.91,52.09,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.06%,0.13%,-0.29%,-3.48%,18.16%,22.28%,55.12%,27.32%,16.95,1.73%,1.73%,-2.00%,1.06%,19.68%,5/30/2024 4:30:00 PM,0.16%,-0.03%,1869.03,2.15,200526,839.37,859.75,822.80,840.43,0.13%,,
2024-07-19 08:14:21,7,CYTO,Altamira Therapeutics Ltd,Bermuda,3.49,,2.22,0.89%,0.00%,0.07%,19.68%,6.23%,0.14,-0.64%,0.65%,3.31%,6.14%,5.41%,5.41%,13.87%,13.87%,13.87%,19.08%,24.80%,4.00%,-35.00%,-77.71%,-55.17%,0.11,5.39%,7.65%,26.75%,13.78%,-39.66%,4/10/2024 8:30:00 AM,13.87%,2.24%,971.37,9.50,461406,1.34,1.65,1.37,1.56,16.42%,,
2024-07-19 08:14:21,8,GEHC,GE HealthCare Technologies Inc,USA,37429.72,23.93,424.46,7.01%,-0.28%,75.24%,,2.90%,12.31,0.00%,0.00%,0.00%,1.26%,1.30%,1.30%,0.96%,1.26%,1.26%,2.14%,4.77%,-3.50%,11.53%,0.31%,6.05%,1.69,2.28%,2.00%,4.01%,3.80%,4.78%,7/31/2024 8:30:00 AM,1.26%,0.00%,2774.11,7.39,1025639,80.98,83.09,80.95,82.00,1.26%,,
2024-07-19 08:14:21,9,HE,"Hawaiian Electric Industries, Inc.",USA,2029.52,10.85,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,0.22%,0.11%,-0.16%,0.71%,1.71%,4.25%,3.95%,4.37%,2.51%,76.41%,95.74%,80.22%,42.08%,-52.36%,29.67%,1.07,8.91%,7.02%,89.46%,80.51%,54.70%,5/10/2024 4:30:00 PM,4.90%,37.57%,3368.35,6.10,1026824,12.75,18.44,17.24,18.40,44.31%,,
2024-07-19 08:14:21,10,LILM,Lilium N.V,Germany,593.46,,320.79,45.95%,0.00%,1.97%,-1.06%,7.22%,23.17,-0.99%,-0.99%,0.00%,0.13%,0.00%,-0.99%,0.00%,0.00%,0.08%,2.55%,32.78%,12.08%,21.46%,-24.81%,-15.25%,0.06,7.66%,6.64%,16.34%,7.28%,8.21%,6/11/2024 8:30:00 AM,0.29%,2.06%,4004.78,2.71,542939,0.98,1.01,0.99,1.00,2.35%,,
2024-07-19 08:14:21,11,LODE,Comstock Inc,USA,24.84,2.64,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.00%,-0.06%,0.00%,-0.17%,-2.28%,-0.66%,-2.34%,6.33%,4.17%,0.67%,2.80%,-43.31%,-63.18%,-73.96%,-67.21%,0.02,9.25%,9.62%,8.60%,-13.78%,-51.93%,4/30/2024 8:30:00 AM,4.17%,2.86%,1800.95,31.73,2856810,0.17,0.19,0.17,0.18,7.16%,,
2024-07-19 08:14:21,12,NAAS,Naas Technology Inc ADR,China,39.39,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,0.85%,0.11%,1.84%,1.29%,-2.08%,-1.05%,-3.28%,7.67%,7.31%,123.28%,66.67%,-54.37%,-60.17%,-90.58%,-69.08%,1.44,58.80%,35.74%,147.86%,27.77%,-67.94%,5/9/2024 4:30:00 PM,5.62%,10.01%,2098.54,22.11,2319731,8.09,10.20,8.60,9.40,16.19%,,
2024-07-19 08:14:21,13,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,0.00%,-0.41%,-0.41%,0.00%,0.41%,-0.04%,0.00%,0.00%,-0.44%,13.13%,19.15%,-60.42%,-85.23%,,-88.24%,0.20,8.10%,9.03%,5.86%,-20.38%,-81.72%,,-0.44%,1.35%,20837.37,2.88,2998857,2.22,2.29,2.21,2.24,0.90%,,
2024-07-19 08:14:21,14,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,0.00%,0.00%,0.00%,-0.33%,0.00%,-0.16%,0.00%,0.00%,-0.98%,12.59%,17.83%,-60.65%,-85.35%,,-89.19%,0.54,8.04%,9.01%,5.51%,-20.78%,-81.07%,,-0.65%,1.16%,5404.79,2.53,684311,6.05,6.14,6.03,6.08,0.50%,,
2024-07-19 08:14:21,15,NVOS,Novo Integrated Sciences Inc,USA,11.80,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,-0.62%,-0.62%,-0.14%,-0.40%,-3.77%,-4.92%,-2.78%,-2.46%,-3.16%,30.25%,-14.25%,50.56%,2.62%,-40.99%,-14.47%,0.11,10.92%,13.29%,2.91%,0.31%,-35.43%,1/22/2024 4:30:00 PM,-4.88%,22.56%,7059.19,18.80,6634875,0.60,0.84,0.69,0.70,16.59%,,
2024-07-19 08:14:21,16,PALI,Palisade Bio Inc,USA,4.46,,0.91,2.30%,148.01%,6.62%,,2.61%,0.02,1.50%,0.85%,-0.84%,-3.85%,2.37%,5.28%,-5.00%,-5.00%,8.70%,4.63%,1.28%,-6.31%,-40.25%,-85.27%,-46.33%,0.39,7.24%,6.83%,5.84%,-5.11%,-31.07%,5/14/2024 8:30:00 AM,8.70%,0.46%,640.19,5.63,180305,4.35,5.38,4.22,4.75,9.20%,,
2024-07-19 08:14:21,17,S,SentinelOne Inc,USA,6804.64,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,0.00%,0.00%,0.23%,0.74%,0.32%,-1.59%,1.39%,1.63%,0.41%,6.93%,19.76%,5.53%,-12.02%,40.23%,-20.74%,0.97,4.40%,3.84%,8.29%,9.00%,-0.53%,5/30/2024 4:30:00 PM,0.32%,7.65%,4701.74,4.14,973319,20.14,22.79,20.60,21.75,7.99%,,
2024-07-19 08:14:21,18,SERV,Serve Robotics Inc,USA,162.87,,23.48,36.70%,0.46%,,,5.50%,1.29,-0.45%,-0.68%,-0.68%,0.46%,-0.90%,1.63%,2.81%,-7.58%,-7.19%,91.70%,114.15%,41.16%,,,-82.44%,0.45,9.32%,11.78%,105.62%,73.13%,16.95%,05/29/2024,-1.79%,69.96%,638.12,394.43,12584861,2.63,4.93,4.19,4.39,66.92%,,
2024-07-19 08:14:21,19,SGD,Safe and Green Development Corp,USA,6.59,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,0.00%,1.58%,1.58%,0.12%,-1.93%,2.44%,4.61%,-4.40%,-8.75%,3.28%,-3.57%,-34.78%,-42.95%,,-70.65%,0.04,10.54%,7.45%,1.52%,-14.77%,-58.46%,,-7.25%,19.79%,3502.27,50.05,8763644,0.37,0.45,0.39,0.41,11.11%,,
2024-07-19 08:14:21,20,SHPH,Shuttle Pharmaceuticals Holdings Inc,USA,10.03,,9.21,45.14%,-0.02%,0.39%,394.26%,0.34%,0.03,-0.62%,-2.88%,-1.08%,0.22%,11.23%,11.23%,24.44%,29.85%,29.85%,40.77%,57.10%,48.80%,34.13%,-41.44%,31.27%,0.06,10.41%,9.31%,48.08%,39.56%,32.76%,,29.85%,0.00%,66.56,1770.17,5890740,0.46,0.72,0.46,0.60,29.85%,,
2024-07-19 08:14:21,21,SRFM,Surf Air Mobility Inc,USA,27.67,,63.58,27.13%,0.00%,8.88%,,3.24%,2.06,0.00%,0.00%,0.00%,-8.75%,-1.61%,-13.36%,-1.61%,-14.30%,-14.30%,-22.11%,-0.66%,-35.90%,-75.98%,,-79.54%,0.06,15.84%,15.40%,-16.90%,-13.49%,-63.51%,5/14/2024 4:30:00 PM,-1.46%,8.31%,888.19,2.55,113255,0.30,0.37,0.30,0.32,6.73%,,
2024-07-19 08:14:21,22,STAG,STAG Industrial Inc,USA,7146.64,39.53,181.81,0.15%,-22.66%,90.12%,2.05%,3.52%,6.40,0.41%,0.41%,0.41%,0.41%,0.38%,0.38%,0.38%,-0.25%,-0.25%,4.39%,10.07%,14.17%,5.71%,4.81%,-0.03%,0.71,1.89%,1.69%,7.77%,9.78%,7.97%,7/30/2024 4:30:00 PM,-1.58%,2.02%,1125.61,4.56,256493,39.09,39.88,39.09,39.25,0.41%,,
2024-07-19 08:14:21,23,SXTP,60 Degrees Pharmaceuticals Inc,USA,5.59,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,1.71%,0.44%,-0.28%,0.00%,0.68%,-11.53%,2.92%,40.53%,34.82%,86.56%,71.21%,85.84%,-37.52%,-86.12%,-55.10%,0.04,7.88%,9.38%,83.53%,73.45%,-2.42%,5/15/2024 8:30:00 AM,34.35%,38.58%,760.44,1488.90,56610734,0.25,0.53,0.31,0.46,86.18%,,
2024-07-19 08:14:21,24,TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Turkey,7227.11,15.11,872.83,0.00%,,3.74%,8.01%,0.03%,0.28,0.12%,0.12%,0.00%,0.12%,0.00%,0.12%,-0.36%,-0.36%,-0.36%,1.22%,12.20%,46.81%,56.52%,91.67%,72.14%,0.21,1.98%,2.26%,6.00%,12.58%,46.05%,5/27/2024 8:30:00 AM,-0.48%,2.21%,457.61,6.26,143297,8.14,8.33,8.16,8.28,1.72%,,
2024-07-19 08:14:21,25,TSDD,GraniteShares 2x Short TSLA Daily ETF,USA,,,,,,,,,,-0.11%,0.00%,0.22%,0.22%,0.56%,1.24%,0.78%,1.14%,0.34%,-0.11%,-49.92%,-73.05%,-54.44%,,-42.39%,1.24,11.52%,10.53%,-25.59%,-46.82%,-57.91%,,0.34%,0.56%,1094.69,2.45,133913,8.89,8.98,8.83,8.97,0.90%,,
2024-07-19 08:14:21,26,TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,USA,,,,,,,,,,-0.21%,-0.33%,-0.42%,-0.26%,0.28%,1.02%,0.51%,1.29%,0.50%,-0.70%,-49.86%,-72.99%,-54.26%,,-37.63%,2.01,11.63%,10.64%,-25.69%,-46.81%,-56.46%,,0.78%,-0.28%,3445.35,2.92,503336,14.10,14.53,13.99,14.17,0.50%,,
2024-07-19 08:14:21,27,UNCY,Unicycive Therapeutics Inc,USA,36.51,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,-1.96%,0.00%,0.26%,-3.05%,-2.74%,-5.02%,-1.37%,-2.94%,-3.16%,-13.90%,-34.02%,-60.91%,-50.44%,-65.91%,-50.89%,0.06,10.08%,14.78%,-15.00%,-42.20%,-53.50%,5/13/2024 4:30:00 PM,-3.16%,8.00%,889.21,16.51,734204,0.41,0.45,0.42,0.43,4.59%,,
2024-07-19 08:14:21,28,VIRI,Virios Therapeutics Inc,USA,7.33,,23.36,15.84%,0.00%,2.44%,72.61%,1.34%,0.31,1.73%,1.73%,-0.19%,0.19%,5.10%,-0.15%,2.64%,3.57%,3.57%,5.60%,6.02%,-41.32%,-68.21%,-87.31%,-54.09%,0.04,16.48%,14.59%,6.23%,1.26%,-44.32%,5/9/2024 8:30:00 AM,3.57%,-3.12%,1492.33,3.31,247072,0.26,0.26,0.25,0.26,0.34%,,
2024-07-19 08:14:21,29,WBS,Webster Financial Corp.,USA,8488.76,10.12,169.81,0.97%,-3.71%,87.48%,-0.94%,1.94%,3.29,0.00%,0.00%,0.00%,0.00%,0.16%,0.16%,2.13%,2.13%,2.13%,5.93%,21.41%,9.34%,0.79%,11.66%,-2.48%,1.28,2.95%,2.64%,11.57%,12.74%,8.72%,7/23/2024 8:30:00 AM,2.13%,0.00%,1299.02,6.08,394711,48.47,49.52,48.47,49.50,2.13%,,
2024-07-19 08:14:21,30,ZSL,ProShares UltraShort Silver -2x Shares,USA,,,,,,,,,,0.00%,0.00%,0.09%,0.18%,0.71%,0.46%,0.89%,1.43%,1.43%,12.50%,2.44%,-11.68%,-43.21%,-32.06%,-37.83%,0.54,4.48%,3.69%,7.38%,3.52%,-31.05%,,1.43%,4.00%,1520.89,2.28,173218,10.75,11.36,11.14,11.34,5.49%,,
2024-07-19 08:29:21,1,AMIX,Autonomix Medical Inc.,USA,27.62,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,1.38%,0.00%,-0.68%,-0.01%,-0.68%,-1.67%,-1.34%,2.80%,6.52%,137.86%,31.25%,-48.42%,,,-71.01%,0.28,41.02%,26.25%,61.89%,-9.97%,-46.88%,,6.52%,2.22%,3692.73,3.31,611966,1.35,1.53,1.29,1.47,8.89%,,
2024-07-19 08:29:21,2,AUGX,Augmedix Inc,USA,111.16,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,0.00%,0.00%,0.00%,-0.43%,-0.43%,0.00%,0.00%,10.19%,10.19%,147.65%,202.67%,-24.58%,-54.05%,-49.56%,-61.20%,0.16,4.64%,7.56%,151.72%,106.01%,-39.19%,5/13/2024 4:30:00 PM,26.82%,95.33%,738.16,129.63,4784292,0.92,2.29,1.78,2.27,147.71%,,
2024-07-19 08:29:21,3,BITU,ProShares Ultra Bitcoin ETF,USA,,,,,,,,,,0.03%,0.03%,-0.03%,0.14%,-0.23%,-0.69%,0.24%,0.58%,0.61%,22.83%,-4.47%,-7.83%,,,-16.82%,2.13,5.26%,5.12%,8.92%,-5.59%,-7.79%,,0.61%,1.57%,879.24,3.40,149512,29.23,30.20,29.11,29.87,2.20%,,
2024-07-19 08:29:21,4,CAAS,China Automotive Systems Inc,China,115.93,2.96,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,0.00%,-0.52%,-1.03%,-2.41%,-4.91%,-3.76%,-2.54%,-1.79%,-0.26%,9.40%,-0.26%,4.07%,24.68%,-24.85%,18.89%,0.19,4.45%,3.97%,7.08%,4.49%,10.22%,5/14/2024 8:30:00 AM,-0.26%,9.69%,35.94,138.86,249525,3.51,4.19,3.77,3.84,9.40%,,
2024-07-19 08:29:21,5,CMND,Clearmind Medicine Inc,Canada,5.45,,2.92,7.75%,0.00%,8.79%,,11.71%,0.34,0.00%,-0.03%,-0.03%,-0.03%,-1.71%,-1.71%,-2.27%,-7.03%,-7.03%,1.18%,39.84%,46.00%,50.88%,-86.40%,-38.79%,0.21,16.89%,15.53%,8.86%,28.05%,-21.62%,,-6.52%,7.60%,2711.81,2.49,336979,1.71,1.91,1.68,1.72,0.58%,,
2024-07-19 08:29:21,6,CYTO,Altamira Therapeutics Ltd,Bermuda,3.20,,2.22,0.89%,0.00%,0.07%,19.68%,6.23%,0.14,0.00%,2.14%,2.14%,-2.72%,-8.33%,-3.38%,4.38%,4.38%,4.38%,9.16%,14.40%,-4.67%,-40.42%,-79.57%,-58.91%,0.12,5.39%,7.65%,16.19%,4.30%,-44.69%,4/10/2024 8:30:00 AM,4.38%,2.24%,971.37,53.17,2582363,1.34,1.80,1.37,1.43,6.72%,,
2024-07-19 08:29:21,7,GEHC,GE HealthCare Technologies Inc,USA,37014.34,23.67,424.46,7.01%,-0.28%,75.24%,,2.90%,12.31,0.00%,0.00%,0.00%,0.09%,-1.59%,-1.11%,0.17%,0.14%,0.14%,1.01%,3.60%,-4.57%,10.30%,-0.81%,4.88%,1.70,2.28%,2.00%,2.86%,2.64%,3.62%,7/31/2024 8:30:00 AM,0.14%,0.00%,2774.11,7.40,1026969,80.98,83.09,80.80,81.09,0.14%,,
2024-07-19 08:29:21,8,HE,"Hawaiian Electric Industries, Inc.",USA,1967.75,10.52,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,1.02%,1.65%,0.34%,-1.87%,-3.93%,-1.38%,1.94%,2.94%,-0.61%,71.05%,89.79%,74.73%,37.76%,-53.81%,25.72%,1.10,8.91%,7.02%,83.69%,75.01%,49.99%,5/10/2024 4:30:00 PM,1.71%,37.57%,3368.35,9.35,1575412,12.75,18.75,17.24,17.84,39.92%,,
2024-07-19 08:29:21,9,HOLI,Hollysys Automation Technologies Ltd,China,1632.15,21.65,48.10,22.67%,0.00%,71.52%,1.21%,11.10%,5.34,0.00%,0.00%,0.00%,0.00%,0.08%,0.08%,0.08%,0.04%,0.04%,3.84%,22.73%,7.94%,1.90%,53.63%,-0.42%,0.50,0.90%,1.55%,9.29%,14.33%,9.95%,5/16/2024 4:30:00 PM,-0.19%,0.27%,446.44,9.48,211573,26.22,26.29,26.22,26.24,0.08%,,
2024-07-19 08:29:21,10,LILM,Lilium N.V,Germany,593.46,,320.79,45.95%,0.00%,1.97%,-1.06%,7.22%,23.17,0.00%,0.00%,0.00%,0.00%,-0.99%,0.00%,0.01%,0.00%,0.08%,2.55%,32.78%,12.08%,21.46%,-24.81%,-15.25%,0.06,7.66%,6.64%,16.34%,7.28%,8.21%,6/11/2024 8:30:00 AM,0.29%,2.06%,4004.78,2.78,557398,0.98,1.01,0.99,1.00,2.35%,,
2024-07-19 08:29:21,11,LODE,Comstock Inc,USA,24.19,2.57,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.06%,0.57%,0.57%,-1.13%,-1.46%,-2.78%,-4.89%,3.55%,1.45%,-1.96%,0.11%,-44.79%,-64.14%,-74.64%,-68.07%,0.02,9.25%,9.62%,5.76%,-16.03%,-53.19%,4/30/2024 8:30:00 AM,1.45%,2.86%,1800.95,33.75,3039149,0.17,0.19,0.17,0.17,4.35%,,
