"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
19,"IROH","Iron Horse Acquisitions Corp","USA",89.50,6.85,22.72%,0.00%,55.82%,,0.01%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.20%,0.20%,0.30%,0.40%,1.10%,,,0.80%,0.01,0.13%,0.10%,0.22%,0.38%,0.60%,,0.20%,0.09%,47.67,9.95,407682,10.06,10.07,10.09,10.06,10.09,0.29%,
20,"PEGR","Project Energy Reimagined Acquisition Corp","USA",168.94,7.06,46.67%,0.00%,46.19%,4.45%,0.05%,0.00,0.00%,-0.19%,-0.19%,-0.19%,-0.19%,-0.19%,-4.81%,-14.73%,-17.80%,-13.96%,29.31%,19.83%,41.67%,21.20%,24.88%,20.62%,0.85,6.31%,4.13%,13.32%,27.64%,22.67%,,8.51%,6.33%,40.67,37.47,887254,11.05,11.75,12.75,11.75,12.75,15.38%,10.48
21,"MYFW","First Western Financial Inc","USA",173.64,7.11,26.09%,-1.66%,48.80%,1.80%,1.90%,0.13,0.00%,0.00%,0.00%,0.11%,-0.99%,-2.75%,-1.74%,-0.88%,2.38%,2.47%,6.30%,6.80%,32.53%,1.12%,-3.68%,-8.98%,0.56,3.27%,3.19%,6.02%,4.61%,9.82%,7/23/2024 4:30:00 PM,1.98%,1.72%,30.24,5.25,147716,17.40,17.70,18.63,17.51,18.05,3.74%,18.05
22,"COCP","Cocrystal Pharma Inc","USA",23.39,7.11,30.16%,0.00%,7.09%,-2.56%,0.25%,0.02,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-3.28%,-3.07%,-3.36%,-15.44%,48.39%,28.08%,-11.88%,33.55%,0.22,9.41%,10.06%,-5.90%,4.90%,28.37%,5/13/2024 8:30:00 AM,1.77%,3.20%,33.19,4.16,130259,2.19,2.26,2.42,2.17,2.30,5.02%,2.21
23,"PETZ","TDH Holdings Inc","China",17.13,7.13,30.95%,0.00%,0.14%,-23.66%,0.90%,0.06,-1.07%,-1.60%,-3.14%,-4.15%,-3.14%,-3.12%,-9.76%,0.00%,6.94%,13.85%,32.80%,43.10%,37.19%,48.21%,30.71%,44.35%,0.15,13.70%,11.17%,32.42%,38.14%,39.33%,,19.42%,-2.11%,58.37,21.62,1040637,1.42,1.39,1.73,1.35,1.66,16.90%,1.85
24,"AWH","Aspira Women's Health Inc","USA",20.04,7.69,38.00%,0.20%,15.20%,59.54%,3.50%,0.27,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.50%,0.01%,3.80%,27.13%,45.05%,-18.69%,-50.00%,-67.74%,-52.65%,-60.54%,0.26,17.43%,22.58%,13.00%,-24.57%,-55.34%,5/15/2024 8:30:00 AM,23.85%,2.36%,99.74,2.96,283201,1.27,1.30,1.71,1.25,1.61,26.77%,1.64
25,"FAM","First Trust-abrdn Global Opportunity Income Fund","USA",65.02,8.06,20.55%,0.00%,54.75%,,0.39%,0.03,0.00%,0.00%,0.00%,0.00%,0.16%,-0.08%,-0.08%,0.00%,0.23%,0.63%,1.26%,0.39%,-0.31%,2.40%,4.40%,1.91%,0.09,0.94%,1.36%,0.84%,0.32%,3.81%,,0.31%,0.16%,24.53,6.67,150145,6.38,6.39,6.43,6.33,6.41,0.47%,
26,"NEUE","NeueHealth Inc.","USA",42.17,8.22,0.00%,,6.09%,,0.45%,0.04,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,1.76%,-1.35%,-0.19%,-8.88%,-20.34%,-57.71%,-65.31%,-32.77%,0.27,5.61%,5.37%,-2.07%,-10.14%,-27.41%,5/8/2024 8:30:00 AM,1.76%,-0.37%,14.19,30.36,290227,5.06,5.04,5.25,5.04,5.13,1.38%,5.13
27,"MVO","MV Oil Trust","USA",114.08,8.60,25.00%,0.00%,13.30%,,0.75%,0.06,0.00%,0.00%,0.00%,0.70%,0.70%,0.70%,0.70%,0.01%,0.01%,1.80%,6.10%,9.01%,-3.12%,-19.68%,-25.13%,-17.45%,0.28,3.72%,2.72%,6.18%,5.70%,-9.59%,,0.10%,1.64%,58.61,6.81,371312,9.75,9.91,10.07,9.75,9.92,1.74%,10.05
28,"VOXX","VOXX International Corp","USA",60.66,9.46,58.02%,0.02%,50.17%,-7.96%,2.97%,0.28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,2.68%,-3.24%,-29.02%,-66.50%,-71.71%,-72.42%,-74.81%,0.27,8.90%,8.25%,-16.41%,-32.72%,-65.18%,7/10/2024 4:30:00 PM,-1.47%,3.02%,126.24,2.24,273529,2.65,2.73,2.89,2.60,2.69,1.51%,2.70
29,"IIF","Morgan Stanley India Investment Fund Inc","USA",268.58,9.85,,,38.58%,,0.15%,0.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,0.09%,-0.13%,1.07%,9.29%,17.08%,24.62%,43.08%,27.06%,0.23,0.45%,0.71%,3.68%,9.36%,22.38%,,0.26%,-0.04%,34.46,3.23,107873,27.22,27.21,27.30,27.21,27.28,0.22%,27.25
30,"MWG","Multi Ways Holdings Ltd","Singapore",16.43,10.26,66.75%,0.00%,0.31%,,0.40%,0.04,0.00%,-0.94%,-0.94%,-0.92%,-0.92%,-0.92%,-0.92%,-0.92%,-0.94%,-0.94%,47.05%,54.60%,66.22%,101.47%,-4.62%,137.16%,0.07,24.24%,19.13%,45.36%,50.44%,66.00%,,36.64%,-1.80%,839.99,4.90,4252000,0.40,0.39,0.58,0.39,0.53,34.18%,0.52
31,"TKNO","Alpha Teknova Inc","USA",52.25,10.40,74.53%,0.03%,14.67%,-1.24%,1.37%,0.14,0.00%,0.00%,0.00%,0.00%,0.00%,3.91%,1.53%,4.72%,4.04%,4.17%,6.67%,-28.49%,-46.67%,-63.22%,-58.84%,-65.68%,0.12,7.42%,9.42%,-8.39%,-22.49%,-47.53%,5/13/2024 4:30:00 PM,-5.19%,8.87%,29.32,10.65,266685,1.24,1.35,1.35,1.22,1.28,3.23%,1.33
32,"CRBP","Corbus Pharmaceuticals Holdings Inc","USA",629.64,10.49,1.88%,,91.60%,-80.73%,7.98%,0.84,0.00%,0.00%,0.00%,0.00%,0.00%,-0.70%,-1.68%,1.30%,-2.17%,-0.76%,17.07%,17.07%,47.25%,817.45%,650.32%,875.17%,3.46,6.03%,7.19%,23.72%,30.69%,139.00%,5/7/2024 8:30:00 AM,8.87%,1.42%,283.85,2.20,613054,53.34,54.10,60.64,53.32,58.90,10.42%,58.50
33,"CURV","Torrid Holdings Inc","USA",914.11,10.62,89.78%,-0.03%,3.91%,-1.55%,18.06%,1.92,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,0.15%,10.61%,31.53%,101.38%,57.84%,206.29%,51.82%,0.52,7.60%,8.79%,20.09%,34.38%,84.86%,6/12/2024 4:30:00 PM,6.70%,0.86%,83.81,4.66,369537,8.14,8.21,8.86,8.21,8.76,7.62%,8.80
34,"MLR","Miller Industries Inc.","USA",653.79,10.97,4.32%,0.00%,81.07%,-3.75%,0.91%,0.10,0.00%,0.00%,0.00%,0.00%,0.00%,0.72%,0.72%,0.72%,0.36%,-0.14%,6.84%,-1.30%,9.09%,44.23%,61.52%,34.78%,1.53,2.37%,2.63%,2.00%,0.48%,23.52%,5/8/2024 4:30:00 PM,0.99%,1.51%,76.38,2.06,154372,55.60,56.44,57.70,55.92,57.00,2.52%,57.41
35,"CXDO","Crexendo Inc","USA",102.53,11.67,56.28%,-0.36%,12.65%,2.77%,1.38%,0.16,0.00%,0.00%,0.00%,0.00%,0.00%,-0.50%,-1.73%,-1.73%,1.55%,2.84%,25.49%,22.68%,-18.12%,-20.66%,137.04%,-20.82%,0.25,8.99%,6.67%,22.87%,9.86%,-2.13%,5/8/2024 4:30:00 PM,9.71%,3.55%,107.28,2.32,241768,3.38,3.50,4.09,3.50,3.84,13.61%,3.98
36,"OCX","Oncocyte Corporation","USA",44.49,11.82,11.54%,159.38%,52.57%,-23.99%,3.88%,0.46,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.47%,9.90%,21.53%,12.31%,-1.48%,-24.32%,33.20%,0.20,6.59%,7.29%,16.25%,18.57%,11.86%,5/15/2024 4:30:00 PM,7.07%,-1.27%,44.56,4.59,340677,3.15,3.11,3.46,3.11,3.33,5.71%,3.35
37,"FLUX","Flux Power Holdings inc","USA",74.23,12.32,26.16%,-3.48%,38.00%,3.63%,1.98%,0.24,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.14%,4.88%,5.84%,42.63%,61.82%,-8.06%,-14.09%,-5.52%,8.27%,0.33,11.70%,10.46%,36.31%,29.61%,13.15%,5/9/2024 4:30:00 PM,8.54%,0.99%,89.21,2.22,197631,4.06,4.10,4.50,3.98,4.45,9.61%,4.35
38,"AGX","Argan, Inc.","USA",1003.92,12.62,5.47%,-16.18%,79.84%,-3.79%,2.04%,0.26,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,-0.28%,0.83%,6.29%,-2.46%,52.38%,64.88%,87.48%,60.72%,2.60,4.49%,3.45%,1.50%,6.99%,41.07%,6/6/2024 4:30:00 PM,3.87%,0.21%,162.28,2.72,446082,72.25,72.40,77.28,71.60,75.20,4.08%,75.20
39,"AEON","AEON Biopharma Inc.","USA",54.77,12.77,67.35%,0.00%,14.82%,4.33%,1.14%,0.15,0.01%,0.01%,0.01%,0.01%,-2.04%,-2.04%,0.01%,-2.01%,4.43%,6.78%,43.21%,-5.41%,-83.55%,-81.21%,-80.14%,-80.56%,0.17,9.93%,11.72%,22.17%,-9.63%,-76.89%,5/14/2024 4:30:00 PM,23.89%,6.60%,86.52,2.20,186020,1.06,1.13,1.41,1.11,1.40,32.08%,1.42
40,"EQBK","Equity Bancshares Inc","USA",561.50,13.04,14.52%,-0.30%,58.34%,-9.61%,1.16%,0.15,0.00%,0.00%,0.00%,-0.20%,-0.73%,-1.31%,-0.43%,0.25%,0.46%,0.14%,8.65%,11.37%,12.60%,10.07%,54.84%,8.61%,0.91,3.20%,2.50%,7.88%,8.50%,18.25%,7/16/2024 4:30:00 PM,0.41%,-0.24%,41.81,2.44,100448,36.76,36.67,37.29,36.00,36.82,0.16%,36.82
41,"CONN","Conns Inc","USA",16.40,13.06,47.52%,0.10%,27.33%,-9.08%,21.58%,2.82,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,-2.34%,-0.06%,13.62%,-76.46%,-83.65%,-87.00%,-85.19%,-85.16%,0.22,16.38%,18.89%,-55.77%,-75.21%,-81.06%,05/30/2024,12.65%,1.74%,260.37,2.77,706793,0.57,0.58,0.70,0.58,0.66,14.61%,0.64
42,"WDFC","WD-40 Co.","USA",3250.24,13.50,0.33%,2.65%,93.11%,-0.58%,10.12%,1.37,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.66%,0.42%,2.20%,12.08%,9.11%,-0.68%,-12.00%,7.70%,0.33%,6.84,5.08%,2.55%,8.73%,5.86%,1.70%,7/10/2024 4:30:00 PM,4.33%,0.56%,93.67,2.21,204686,228.63,229.91,240.59,229.91,239.87,4.92%,238.88
43,"ASPS","Altisource Portfolio Solutions S.A.","Luxembourg",38.28,13.71,49.14%,0.03%,22.42%,-3.00%,7.17%,0.98,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,-1.34%,-4.60%,15.79%,10.08%,-20.67%,-2.74%,-51.20%,-73.26%,-60.11%,0.13,14.34%,9.21%,-0.00%,-15.46%,-49.13%,4/25/2024 8:30:00 AM,16.39%,5.17%,115.43,4.71,512344,1.16,1.22,1.43,1.17,1.42,22.41%,1.40
44,"SBXC","SilverBox Corp III","USA",183.37,13.80,20.00%,0.00%,74.32%,,0.02%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.19%,0.57%,1.14%,3.30%,,2.80%,0.02,0.17%,0.12%,0.29%,0.53%,2.31%,,0.09%,0.00%,48.81,5.05,226723,10.62,10.62,10.63,10.60,10.63,0.09%,
45,"XELB","Xcel Brands Inc","USA",17.30,14.47,38.38%,3.74%,22.39%,6.19%,0.25%,0.04,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.91%,-1.06%,-1.84%,-6.69%,20.70%,-1.79%,-2.44%,-44.22%,-47.03%,-42.92%,0.06,13.19%,8.68%,14.98%,7.59%,-22.80%,5/20/2024 4:30:00 PM,5.19%,2.79%,34.13,4.11,138838,0.68,0.70,0.79,0.68,0.74,8.12%,0.74
46,"AP","Ampco-Pittsburgh Corp.","USA",31.34,14.59,27.41%,0.00%,45.05%,1.43%,3.64%,0.53,0.00%,0.00%,0.00%,0.00%,-0.10%,3.14%,-0.11%,2.47%,-3.15%,-5.60%,103.87%,43.12%,-32.76%,-41.35%,-53.43%,-42.86%,0.15,24.17%,9.97%,75.25%,18.65%,-30.35%,5/13/2024 4:30:00 PM,11.43%,-4.11%,879.20,4.70,3846732,1.46,1.40,1.87,1.38,1.56,6.85%,1.59
47,"USPH","U.S. Physical Therapy, Inc.","USA",1431.95,14.82,1.62%,-8.63%,104.61%,-3.13%,3.73%,0.55,0.00%,0.00%,0.00%,-0.10%,-0.10%,0.11%,0.24%,0.89%,1.68%,0.92%,2.99%,-0.12%,-8.98%,0.32%,-19.60%,2.02%,2.47,2.43%,2.76%,1.79%,-3.82%,-1.10%,5/7/2024 4:30:00 PM,1.56%,0.82%,89.01,2.11,184695,92.80,93.56,95.18,91.90,95.02,2.39%,95.02
48,"OPAD","Offerpad Solutions Inc","USA",132.95,15.34,43.81%,1.19%,34.63%,-24.92%,4.86%,0.75,0.00%,0.00%,0.00%,-0.61%,0.29%,0.21%,0.83%,-0.41%,-0.61%,-1.02%,16.79%,0.00%,-32.36%,-49.38%,-64.99%,-52.49%,0.38,6.17%,8.25%,7.81%,-9.43%,-38.42%,5/6/2024 4:30:00 PM,2.53%,0.00%,79.89,2.06,160057,4.75,4.75,5.09,4.71,4.87,2.53%,4.87
49,"IMMX","Immix Biopharma Inc","USA",55.73,15.38,41.78%,0.19%,19.50%,19.79%,3.62%,0.56,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.03%,-10.59%,3.43%,-26.99%,-66.67%,-9.05%,-69.51%,0.22,9.11%,11.36%,-0.73%,-2.45%,-39.75%,05/29/2024,2.93%,1.99%,152.27,2.31,343240,2.01,2.05,2.12,1.95,2.11,4.98%,2.11
50,"OCCI","OFS Credit Company Inc","USA",120.98,15.92,1.59%,-53.41%,17.15%,,0.28%,0.04,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.58%,0.81%,2.47%,-1.38%,3.17%,11.48%,-9.99%,15.79%,0.11,1.12%,1.36%,1.98%,1.30%,8.16%,,0.81%,0.13%,151.66,2.34,347703,7.41,7.42,7.50,7.41,7.48,0.94%,7.51
51,"ITRM","Iterum Therapeutics Plc","Ireland",27.14,16.24,1.91%,0.00%,5.02%,-11.93%,7.89%,1.28,0.00%,1.55%,0.00%,0.00%,0.61%,0.61%,1.23%,2.50%,2.59%,1.67%,42.61%,38.98%,0.00%,-19.21%,36.67%,-16.75%,0.11,10.80%,7.97%,35.06%,20.72%,16.28%,5/13/2024 8:30:00 AM,-0.61%,2.80%,149.56,3.08,442537,1.61,1.65,1.72,1.58,1.64,2.18%,1.64
52,"AFCG","AFC Gamma Inc","USA",180.66,16.54,19.95%,2.20%,30.53%,-6.97%,7.18%,1.19,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,1.98%,-0.06%,6.32%,7.38%,9.85%,6.85%,0.93%,7.47%,0.25,4.49%,2.61%,6.10%,6.30%,9.29%,5/9/2024 8:30:00 AM,4.05%,0.12%,171.79,2.08,351307,8.39,8.40,8.76,8.39,8.74,4.17%,8.74
53,"CTRI","Centuri Holdings Inc.","USA",1694.27,16.69,81.14%,0.19%,0.00%,,16.88%,2.82,0.00%,0.00%,0.00%,-0.03%,0.10%,0.05%,0.58%,-1.07%,0.00%,-0.52%,-2.50%,-27.06%,,,,-17.25%,1.15,4.23%,5.42%,-15.65%,-22.13%,-22.08%,5/8/2024 8:30:00 AM,1.38%,-0.16%,821.70,3.37,2662546,18.91,18.88,19.55,18.75,19.14,1.22%,19.14
54,"HLVX","HilleVax Inc","USA",87.01,16.76,66.28%,-0.37%,32.21%,-0.53%,9.99%,1.67,0.00%,0.00%,0.00%,0.57%,0.57%,0.57%,0.57%,0.57%,2.34%,-1.13%,-87.55%,-88.14%,-88.27%,-88.42%,-88.61%,-89.10%,1.42,16.88%,10.14%,-84.74%,-86.34%,-87.54%,5/9/2024 4:30:00 PM,6.71%,-1.80%,833.94,2.30,1853518,1.67,1.64,1.78,1.64,1.75,4.79%,1.75
55,"FARM","Farmer Bros. Co.","USA",59.95,16.86,20.72%,0.00%,43.75%,1.39%,0.35%,0.06,0.00%,0.53%,0.71%,0.71%,1.08%,0.39%,0.71%,-0.18%,0.36%,2.55%,6.42%,0.71%,-17.30%,-19.66%,-2.76%,-7.84%,0.16,6.78%,5.80%,3.92%,-2.65%,-7.74%,5/9/2024 4:30:00 PM,2.55%,1.48%,49.82,2.32,112218,2.71,2.75,2.89,2.73,2.82,4.06%,2.82
56,"MYNZ","Mainz Biomed N.V.","Germany",10.46,17.15,21.63%,0.00%,0.67%,-2.23%,2.26%,0.39,0.00%,0.00%,0.00%,3.31%,3.31%,3.31%,3.31%,3.31%,4.47%,3.33%,23.14%,-27.64%,-52.46%,-59.85%,-89.72%,-58.81%,0.10,27.05%,21.63%,1.43%,-21.92%,-60.25%,4/9/2024 8:30:00 AM,1.66%,1.42%,566.14,2.11,1161464,0.46,0.47,0.50,0.43,0.48,3.11%,0.46
