"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
57,"ICFI","ICF International, Inc","USA",2489.80,18.47,1.44%,-3.39%,94.04%,2.21%,0.91%,0.17,0.00%,0.00%,0.00%,0.06%,0.16%,0.16%,0.32%,0.42%,0.19%,1.32%,-0.81%,-9.12%,-8.84%,1.96%,14.73%,-0.92%,3.63,2.25%,2.68%,-4.83%,-7.17%,-4.68%,8/1/2024 4:30:00 PM,0.43%,0.98%,102.13,2.77,273756,131.00,132.29,134.05,130.99,132.86,1.42%,132.86
58,"ENTA","Enanta Pharmaceuticals Inc","USA",338.88,19.68,7.07%,-0.48%,105.33%,-2.67%,15.30%,3.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,2.35%,19.49%,19.14%,-4.48%,34.00%,-18.20%,70.03%,0.81,7.03%,6.02%,23.12%,23.87%,32.68%,8/5/2024 4:30:00 PM,6.45%,0.27%,171.79,3.11,515989,14.99,15.03,16.51,14.95,16.00,6.74%,16.00
59,"MSBI","Midland States Bancorp Inc","USA",504.78,20.14,6.19%,-0.61%,64.92%,-1.32%,1.27%,0.26,0.00%,0.00%,0.00%,-0.17%,-0.93%,-1.26%,-0.91%,-0.58%,-0.13%,-0.84%,6.67%,7.50%,0.30%,-11.09%,11.22%,-14.73%,0.53,2.08%,2.15%,6.03%,3.70%,-0.77%,7/25/2024 4:30:00 PM,0.34%,0.52%,75.26,2.89,209167,23.30,23.42,24.08,23.34,23.50,0.86%,23.50
60,"VVI","Viad Corp.","USA",734.48,20.43,3.29%,0.00%,91.16%,-2.26%,1.37%,0.28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.04%,-1.70%,5.11%,1.46%,-5.00%,1.11%,25.99%,-3.98%,0.94,2.29%,2.52%,2.42%,1.20%,4.78%,5/2/2024 4:30:00 PM,-1.05%,1.83%,84.78,2.67,220158,34.50,35.13,35.13,34.52,34.76,0.75%,34.20
61,"GRPN","Groupon Inc","USA",658.34,20.87,45.91%,0.00%,39.27%,-7.14%,26.61%,5.55,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,-1.42%,15.54%,5.65%,55.61%,26.81%,147.40%,29.67%,0.94,8.33%,5.72%,11.34%,13.79%,22.82%,5/9/2024 4:30:00 PM,7.70%,1.18%,1276.48,2.30,2884202,15.28,15.46,17.36,15.35,16.65,8.97%,16.70
62,"IGMS","IGM Biosciences Inc","USA",568.95,20.95,64.51%,0.94%,38.50%,-0.70%,24.90%,5.22,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.84%,-3.95%,-0.11%,-0.11%,53.50%,20.05%,15.31%,-12.88%,-7.22%,16.00%,0.86,16.08%,10.57%,35.51%,15.75%,12.92%,5/8/2024 4:30:00 PM,0.10%,3.55%,344.20,2.11,712057,9.30,9.63,10.85,8.99,9.64,3.66%,9.48
63,"SUP","Superior Industries International, Inc.","USA",97.81,20.99,26.61%,0.00%,22.85%,-0.34%,0.45%,0.09,0.00%,0.44%,0.59%,-0.53%,0.29%,-0.15%,-0.30%,0.29%,-0.87%,-2.29%,9.27%,-0.58%,-14.07%,7.55%,-8.06%,6.88%,0.17,5.26%,4.51%,5.17%,-1.98%,6.95%,5/2/2024 8:30:00 AM,3.64%,-1.20%,55.67,2.98,161569,3.34,3.30,3.65,3.22,3.42,2.40%,3.42
64,"PRLD","Prelude Therapeutics Inc","USA",250.48,21.02,61.74%,0.00%,30.21%,-2.03%,2.66%,0.56,0.00%,0.00%,0.00%,1.11%,-0.65%,5.80%,2.70%,-2.15%,1.79%,3.17%,26.67%,13.43%,-12.64%,15.74%,-1.08%,6.79%,0.35,15.44%,8.16%,21.17%,19.24%,25.03%,5/7/2024 8:30:00 AM,14.29%,0.50%,56.15,2.15,118512,3.97,3.99,4.74,3.91,4.56,14.86%,4.56
65,"LXEO","Lexeo Therapeutics Inc.","USA",579.92,21.63,34.35%,-0.57%,58.08%,,3.59%,0.78,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.06%,2.13%,3.75%,13.62%,0.11%,34.76%,28.00%,,31.15%,1.43,10.01%,8.99%,8.47%,14.00%,21.34%,5/9/2024 8:30:00 AM,0.57%,0.34%,201.76,5.38,1002898,17.44,17.50,18.23,16.42,17.60,0.92%,17.72
66,"CPK","Chesapeake Utilities Corp","USA",2485.78,21.75,2.35%,-0.00%,85.02%,-8.33%,1.63%,0.35,0.00%,0.00%,0.00%,0.35%,0.14%,-0.02%,0.03%,0.54%,0.83%,1.21%,4.91%,4.87%,10.82%,5.72%,-7.59%,5.67%,2.16,1.70%,1.86%,5.06%,2.91%,9.32%,5/8/2024 4:30:00 PM,1.65%,0.91%,105.30,2.20,227904,108.82,109.81,111.89,109.40,111.62,2.57%,111.62
67,"ANRO","Alto Neuroscience Inc.","USA",375.24,22.10,17.73%,15.59%,60.20%,,13.76%,3.04,0.00%,0.00%,0.00%,-0.29%,-1.18%,-1.20%,-1.41%,0.43%,1.05%,-2.99%,19.62%,15.28%,-1.06%,,,-32.56%,0.92,9.79%,7.32%,21.88%,12.44%,0.55%,5/14/2024 4:30:00 PM,-0.21%,4.40%,120.12,2.14,250128,13.40,13.99,14.70,13.35,13.96,4.18%,13.96
68,"GHI","Greystone Housing Impact Investors LP","USA",334.73,22.60,1.71%,1.29%,8.87%,1.97%,0.05%,0.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,0.76%,1.11%,-2.61%,-4.52%,-11.34%,-7.86%,-12.92%,0.21,1.28%,1.34%,-1.79%,-3.56%,-8.59%,5/8/2024 8:30:00 AM,1.18%,0.00%,43.87,2.36,100395,14.39,14.39,14.59,14.33,14.56,1.18%,14.65
69,"AOSL","Alpha & Omega Semiconductor Ltd","USA",1214.30,23.06,19.64%,-2.18%,66.91%,1.37%,4.35%,1.00,0.00%,0.00%,0.00%,0.00%,-0.79%,-0.79%,-0.65%,0.61%,0.89%,1.24%,12.89%,43.08%,84.84%,61.98%,31.48%,62.36%,1.98,5.26%,5.87%,20.04%,39.76%,64.45%,5/7/2024 4:30:00 PM,5.12%,1.59%,262.17,4.58,1124571,39.62,40.25,44.08,39.51,42.31,6.79%,42.86
70,"PCYO","Pure Cycle Corp.","USA",248.99,23.18,3.74%,0.00%,62.61%,-1.57%,1.36%,0.32,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.34%,0.98%,2.24%,12.03%,12.03%,6.82%,2.27%,-6.85%,-1.24%,0.31,4.93%,3.13%,11.05%,9.96%,6.18%,7/10/2024 4:30:00 PM,1.77%,1.60%,67.82,2.85,187506,10.00,10.16,10.56,9.97,10.34,3.40%,10.29
71,"GFR","Greenfire Resources Ltd.","Canada",528.39,23.95,65.32%,0.00%,27.48%,6.39%,0.14%,0.03,0.53%,0.53%,-0.09%,-0.26%,-0.26%,-0.13%,0.53%,-0.39%,-0.07%,-0.52%,6.25%,30.99%,20.47%,33.51%,-26.86%,57.41%,0.23,3.38%,3.55%,16.20%,23.88%,31.09%,,4.65%,0.07%,48.40,5.98,264674,7.30,7.31,7.70,7.31,7.65,4.72%,
72,"BY","Byline Bancorp Inc","USA",1116.24,24.53,44.40%,-0.15%,40.81%,0.71%,1.81%,0.44,0.00%,0.00%,0.00%,-0.20%,-0.35%,-0.32%,-0.22%,0.44%,0.76%,0.68%,8.86%,13.71%,24.94%,10.53%,35.66%,7.39%,0.52,2.14%,2.01%,8.88%,9.39%,17.44%,7/25/2024 4:30:00 PM,1.20%,0.40%,139.94,2.94,395052,24.90,25.00,25.40,24.90,25.30,1.61%,25.30
73,"SOI","Solaris Oilfield Infrastructure Inc","USA",364.99,24.84,18.11%,-0.32%,81.83%,-1.32%,3.85%,0.96,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.33%,1.84%,0.21%,-0.25%,44.77%,41.53%,36.55%,67.32%,32.93%,51.13%,0.48,9.96%,4.22%,38.17%,36.13%,39.38%,4/25/2024 4:30:00 PM,0.17%,1.78%,327.27,2.96,930271,11.80,12.01,12.39,11.82,12.03,1.95%,12.03
74,"ASGI","abrdn Global Infrastructure Income Fund","USA",474.64,25.21,,,40.44%,,0.18%,0.05,0.00%,-0.11%,-0.05%,-0.05%,-0.03%,0.00%,0.00%,-0.05%,-0.42%,-0.37%,0.75%,1.07%,9.35%,3.58%,6.50%,4.96%,0.24,1.26%,1.26%,1.56%,1.47%,8.05%,,0.48%,-0.05%,80.98,2.07,164132,18.75,18.74,18.95,18.74,18.83,0.43%,
75,"LL","LL Flooring Holdings Inc","USA",31.58,26.12,14.91%,0.00%,38.66%,-12.73%,3.74%,0.98,-0.02%,-0.02%,1.92%,1.92%,1.92%,1.92%,4.98%,4.99%,1.92%,1.03%,82.72%,-33.55%,-41.14%,-70.06%,-75.82%,-73.59%,0.17,27.53%,18.96%,-14.75%,-29.43%,-57.16%,5/8/2024 8:30:00 AM,25.61%,9.33%,568.51,12.84,6077743,0.75,0.82,1.12,0.80,1.03,37.33%,1.05
76,"AZ","A2Z Smart Technologies Corp.","Canada",34.32,27.00,34.48%,0.00%,4.32%,,0.10%,0.03,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,2.38%,1.78%,10.54%,93.79%,119.07%,95.52%,-22.16%,-63.47%,-39.20%,0.07,23.78%,13.10%,101.02%,105.18%,-12.37%,5/15/2024 8:30:00 AM,26.20%,4.75%,120.26,5.17,583950,0.63,0.66,0.85,0.65,0.83,32.19%,0.86
77,"AEHR","Aehr Test Systems","USA",455.33,27.11,6.23%,-0.48%,64.42%,35.54%,21.56%,5.85,0.00%,0.00%,-0.19%,-0.19%,-0.19%,-0.19%,-0.76%,-0.76%,0.13%,-0.13%,39.50%,17.63%,33.14%,-15.28%,-60.52%,-40.63%,1.04,11.27%,7.41%,31.22%,32.58%,-19.50%,7/16/2024 4:30:00 PM,3.48%,0.73%,967.60,2.10,2007274,15.11,15.22,16.40,14.95,15.75,4.24%,15.77
78,"SABA","Saba Capital Income & Opportunities Fund II.","USA",223.50,28.15,0.39%,0.00%,74.90%,,0.02%,0.00,0.00%,0.00%,0.32%,0.51%,0.32%,0.32%,0.32%,0.89%,1.28%,1.41%,0.89%,2.99%,6.03%,2.99%,-5.01%,4.35%,0.09,1.22%,1.28%,2.67%,2.49%,3.15%,,2.73%,-0.26%,125.97,4.24,508207,7.72,7.70,7.92,7.70,7.91,2.46%,
79,"BZH","Beazer Homes USA Inc.","USA",970.48,29.30,7.13%,-1.32%,83.10%,-0.59%,5.62%,1.65,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.03%,-0.58%,17.36%,10.33%,5.78%,-4.50%,5.34%,-8.97%,1.04,3.81%,3.19%,11.98%,9.99%,7.27%,8/1/2024 4:30:00 PM,2.98%,2.08%,391.56,2.18,835436,29.26,29.87,31.05,29.79,30.76,5.13%,30.75
80,"EVEX","Eve Holding Inc","USA",1016.13,29.61,89.01%,0.00%,1.48%,203.97%,4.89%,1.45,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.79%,-0.79%,1.07%,4.58%,12.20%,-14.71%,-29.27%,-46.83%,-60.23%,-48.50%,0.27,4.81%,7.30%,-2.29%,-19.20%,-38.40%,5/7/2024 8:30:00 AM,6.80%,2.02%,71.42,4.19,282059,3.46,3.53,3.77,3.46,3.77,8.96%,3.77
81,"AAN","Aarons Company Inc","USA",314.88,30.24,4.06%,0.04%,84.40%,-7.18%,3.20%,0.97,0.00%,0.00%,0.00%,0.05%,0.06%,0.08%,0.15%,0.15%,0.23%,0.05%,0.10%,24.72%,39.92%,-9.35%,-31.34%,-8.18%,0.18,0.52%,1.35%,3.57%,19.08%,12.24%,5/6/2024 4:30:00 PM,-0.10%,0.40%,609.53,2.63,1544962,9.96,10.00,10.00,9.96,9.99,0.30%,9.99
82,"SHYF","Shyft Group Inc","USA",364.67,30.97,9.91%,0.13%,85.54%,1.29%,4.00%,1.24,0.00%,0.00%,1.23%,1.23%,1.23%,1.23%,0.47%,0.47%,0.47%,0.66%,1.82%,-15.86%,-10.24%,-9.55%,-49.76%,-13.18%,0.51,5.41%,4.41%,-7.76%,-12.09%,-10.38%,4/25/2024 8:30:00 AM,0.19%,1.83%,342.81,3.69,1200970,10.40,10.59,10.79,10.38,10.61,2.02%,10.66
83,"PMO","Putnam Municipal Opportunities Trust","USA",318.67,31.02,0.02%,0.00%,19.20%,-1.08%,0.04%,0.01,-0.19%,-0.19%,-0.19%,-0.10%,0.00%,-0.10%,-0.00%,-0.15%,-0.10%,0.00%,0.49%,1.42%,4.27%,-0.10%,-1.06%,0.29%,0.08,0.58%,0.72%,0.73%,1.94%,3.40%,,0.39%,-0.10%,87.17,2.31,196809,10.23,10.22,10.28,10.22,10.26,0.29%,10.24
84,"NX","Quanex Building Products Corp","USA",923.44,32.75,1.10%,-1.49%,103.80%,0.11%,4.02%,1.32,0.00%,0.00%,0.00%,0.18%,0.11%,-0.16%,-0.09%,-0.46%,-1.13%,-0.92%,4.46%,-5.62%,-23.61%,-10.00%,5.25%,-8.77%,0.86,2.75%,2.82%,-0.13%,-9.87%,-11.89%,6/6/2024 4:30:00 PM,1.31%,0.18%,224.26,2.01,444534,27.48,27.53,28.45,27.53,27.89,1.49%,27.89
85,"MEI","Methode Electronics, Inc.","USA",487.42,32.87,6.94%,0.00%,98.84%,-1.47%,5.14%,1.69,0.00%,0.00%,0.00%,0.00%,0.15%,0.15%,0.15%,-1.30%,-0.73%,-3.24%,44.20%,32.56%,9.79%,-33.53%,-59.07%,-39.29%,0.83,10.46%,6.23%,37.18%,25.29%,-22.14%,7/11/2024 8:30:00 AM,0.00%,0.29%,715.29,2.59,1800330,13.76,13.80,14.57,13.50,13.80,0.29%,13.62
86,"HLIO","Helios Technologies Inc","USA",1459.04,32.92,0.71%,-2.89%,93.94%,-6.35%,2.40%,0.79,0.00%,0.00%,0.00%,-0.48%,-0.81%,-1.08%,-2.02%,-1.50%,-1.70%,-2.44%,-5.46%,-7.85%,-7.25%,6.77%,-34.44%,-2.98%,1.73,4.88%,2.95%,-6.94%,-9.37%,-4.17%,5/8/2024 4:30:00 PM,-2.03%,2.14%,209.67,2.32,481796,43.97,44.91,45.56,43.98,44.00,0.07%,44.00
87,"FSD","First Trust High Income Long Short Fund","USA",411.81,33.28,,,37.09%,,0.12%,0.04,0.20%,0.20%,0.08%,0.08%,0.02%,0.08%,0.20%,0.41%,0.73%,0.61%,1.31%,1.69%,6.82%,5.82%,8.13%,2.32%,0.10,0.80%,0.78%,1.32%,2.94%,7.28%,,0.81%,0.00%,105.83,2.06,217439,12.27,12.27,12.37,12.25,12.37,0.81%,
88,"PEBO","Peoples Bancorp, Inc. (Marietta, OH)","USA",1112.61,33.42,5.84%,-0.51%,53.33%,-0.62%,1.98%,0.66,0.00%,0.00%,0.00%,-0.13%,-0.10%,-0.16%,0.00%,0.14%,0.58%,0.26%,8.59%,10.12%,12.77%,-2.37%,17.20%,-7.14%,0.61,2.22%,1.93%,7.42%,6.64%,7.74%,7/23/2024 8:30:00 AM,-0.13%,0.54%,115.85,2.35,264748,31.22,31.39,31.80,31.07,31.35,0.42%,31.35
89,"SATL","Satellogic Inc","USA",128.64,34.02,62.44%,0.00%,15.80%,-0.46%,0.46%,0.15,5.34%,5.34%,5.34%,5.34%,-1.43%,3.76%,4.55%,5.34%,-3.44%,13.99%,36.54%,28.97%,-7.19%,-5.33%,-27.18%,-18.86%,0.10,13.90%,7.93%,35.04%,20.68%,6.22%,,30.28%,-1.80%,42.80,9.12,342878,1.11,1.09,1.47,1.08,1.42,27.93%,1.38
90,"IPSC","Century Therapeutics Inc","USA",251.81,34.43,59.26%,-0.17%,23.60%,-1.45%,5.21%,1.79,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.40%,10.95%,33.04%,-8.31%,-26.42%,-24.56%,-1.00%,-10.24%,0.25,10.56%,9.09%,12.75%,2.32%,-0.83%,5/9/2024 8:30:00 AM,15.50%,0.00%,215.37,2.19,459280,2.58,2.58,3.10,2.57,2.98,15.50%,3.04
91,"NSSC","NAPCO Security Technologies Inc","USA",2020.48,35.28,4.33%,-59.99%,88.14%,0.45%,10.81%,3.81,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.20%,-0.20%,0.55%,-0.11%,2.32%,9.67%,40.08%,64.52%,61.51%,60.00%,1.59,3.08%,2.88%,4.53%,11.43%,46.33%,5/6/2024 8:30:00 AM,1.35%,0.97%,421.44,2.62,1064657,53.55,54.07,55.51,54.00,54.80,2.33%,55.28
92,"ARC","ARC Document Solutions Inc","USA",129.54,35.52,17.75%,0.00%,49.36%,-2.17%,0.34%,0.12,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.33%,1.35%,12.36%,14.50%,4.17%,-10.45%,-8.54%,0.08,2.50%,2.72%,8.93%,9.83%,6.10%,5/7/2024 4:30:00 PM,1.35%,0.68%,102.79,2.73,271304,2.94,2.96,3.05,2.96,3.00,2.04%,3.03
93,"NOVT","Novanta Inc","USA",6166.62,35.57,0.90%,-7.42%,97.50%,-0.84%,4.44%,1.58,0.00%,0.00%,-1.89%,-1.89%,-2.53%,-2.31%,-2.57%,-2.98%,-2.12%,-0.55%,7.79%,7.19%,2.62%,8.06%,-5.14%,2.02%,4.56,2.94%,2.36%,5.69%,5.97%,9.45%,5/7/2024 8:30:00 AM,2.02%,1.70%,138.44,2.49,335860,165.59,168.41,174.09,167.44,171.82,3.76%,168.57
94,"BRNS","Barinthus Biotherapeutics Plc. ADR","United Kingdom",58.81,36.02,7.52%,0.00%,17.36%,55.93%,0.03%,0.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,7.47%,-17.26%,-54.65%,-58.06%,-32.89%,-59.08%,0.11,3.89%,7.47%,1.30%,-20.14%,-45.46%,5/13/2024 8:30:00 AM,-0.66%,3.40%,24.48,6.02,134524,1.47,1.52,1.52,1.45,1.51,2.72%,1.52
95,"PKST","Peakstone Realty Trust","USA",482.36,36.07,0.77%,0.00%,39.53%,,4.49%,1.62,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.50%,1.50%,1.23%,1.02%,29.97%,15.79%,-6.55%,-20.63%,-46.11%,-33.42%,0.68,8.16%,5.48%,21.41%,7.39%,-10.40%,5/7/2024 4:30:00 PM,3.27%,2.07%,160.02,2.12,331186,12.59,12.85,13.61,12.75,13.27,5.40%,13.55
96,"ASTH","Astrana Health Inc.","USA",2406.22,37.54,26.37%,0.00%,44.72%,10.87%,6.83%,2.56,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.95%,2.76%,4.25%,18.69%,18.75%,14.48%,25.31%,44.36%,23.21%,1.87,6.11%,4.21%,17.38%,18.57%,26.69%,5/7/2024 4:30:00 PM,3.74%,1.09%,170.35,2.63,433481,45.00,45.49,48.34,45.21,47.19,4.87%,48.11
97,"MORF","Morphic Holding Inc","USA",2794.58,38.42,23.32%,-1.36%,92.19%,-1.45%,15.52%,5.96,0.00%,0.00%,0.00%,0.00%,-0.00%,-0.00%,0.00%,0.00%,0.00%,0.05%,75.19%,97.80%,83.97%,92.41%,-4.40%,93.14%,2.61,0.44%,4.86%,57.78%,74.27%,89.91%,4/25/2024 8:30:00 AM,0.05%,0.00%,1869.37,2.98,5332179,55.75,55.75,55.84,55.69,55.78,0.05%,55.78
98,"LPTV","Loop Media Inc","USA",11.53,38.60,51.17%,0.00%,9.43%,84.34%,4.51%,1.74,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.05%,-2.05%,-1.31%,-1.04%,15.79%,-18.94%,-57.61%,-80.27%,-95.25%,-85.41%,0.03,13.73%,18.77%,-0.64%,-26.62%,-68.84%,5/3/2024 4:30:00 PM,3.48%,2.17%,3630.90,3.69,12784651,0.14,0.14,0.15,0.14,0.15,5.72%,0.14
99,"AURA","Aura Biosciences Inc","USA",424.06,38.98,21.32%,-0.21%,71.79%,2.22%,7.65%,2.98,0.00%,0.00%,0.00%,-0.81%,-0.58%,0.71%,-1.10%,0.12%,0.12%,1.27%,22.11%,19.89%,11.17%,-2.95%,-30.07%,-3.39%,0.44,6.54%,5.56%,17.92%,16.85%,6.62%,5/9/2024 8:30:00 AM,1.42%,1.93%,177.17,2.10,363721,8.28,8.44,8.69,8.14,8.56,3.38%,8.56
100,"AORT","Artivion Inc","USA",1138.39,39.16,6.16%,-5.41%,84.35%,4.29%,7.35%,2.88,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.74%,1.59%,2.21%,7.95%,16.58%,27.95%,50.06%,73.21%,52.57%,0.74,2.37%,2.83%,11.20%,15.44%,43.17%,5/6/2024 4:30:00 PM,1.91%,0.64%,211.95,2.21,457825,26.60,26.77,27.35,26.61,27.28,2.56%,27.70
101,"SANW","S&W Seed Co","USA",13.59,40.58,6.37%,0.00%,61.76%,-1.36%,0.22%,0.09,0.00%,0.00%,1.10%,0.55%,1.06%,0.55%,1.10%,1.92%,2.69%,0.03%,10.04%,12.12%,-27.85%,-46.95%,-74.51%,-55.21%,0.04,13.10%,12.21%,9.26%,-4.56%,-40.61%,5/14/2024 8:30:00 AM,4.50%,5.19%,75.77,2.40,175606,0.29,0.30,0.39,0.30,0.31,9.92%,0.31
102,"VEV","Vicinity Motor Corp","Canada",32.57,41.02,10.18%,0.00%,1.13%,,0.02%,0.01,-0.67%,-0.55%,-1.38%,-0.84%,-0.84%,-2.04%,-0.69%,-3.36%,-1.38%,-1.88%,82.38%,7.57%,4.36%,-20.77%,-19.73%,-12.93%,0.10,21.49%,14.60%,31.14%,8.53%,-8.06%,5/14/2024 4:30:00 PM,-18.03%,171.03%,1906.96,3589.21,116261944,0.32,0.87,0.91,0.61,0.71,122.15%,0.71
103,"CFB","Crossfirst Bankshares Inc","USA",750.69,41.37,16.07%,0.00%,54.96%,-9.68%,2.35%,0.97,0.00%,0.10%,0.00%,-0.07%,0.33%,0.16%,0.30%,0.66%,0.79%,0.89%,8.63%,19.64%,19.73%,13.32%,42.07%,12.15%,0.36,2.49%,2.52%,11.67%,15.01%,21.06%,7/15/2024 4:30:00 PM,1.53%,0.27%,209.94,4.33,855991,14.96,15.00,15.25,14.85,15.23,1.80%,15.23
104,"TOYO","TOYO Co Ltd.","Japan",124.47,41.67,9.60%,0.00%,6.67%,0.16%,0.11%,0.05,0.00%,0.00%,0.03%,0.03%,-1.09%,1.16%,0.41%,-0.72%,2.71%,11.38%,56.98%,-71.55%,-75.83%,-74.84%,-72.84%,-75.50%,1.27,23.10%,24.97%,-54.00%,-68.69%,-73.64%,,-11.18%,96.13%,1213.71,471.62,56853648,1.55,3.04,3.20,2.22,2.70,74.19%,2.65
105,"ORGS","Orgenesis Inc","USA",34.84,41.85,11.36%,7.52%,4.69%,0.08%,0.65%,0.27,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-12.46%,-8.09%,-7.47%,-6.33%,8.69%,48.64%,31.86%,111.46%,-43.23%,47.39%,0.07,11.50%,12.51%,23.47%,33.82%,29.17%,5/21/2024 8:30:00 AM,5.43%,4.32%,94.94,5.51,488047,0.67,0.70,0.85,0.68,0.74,9.99%,0.67
106,"CDZI","Cadiz Inc.","USA",242.01,42.34,37.54%,0.10%,34.74%,27.58%,12.72%,5.38,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,14.06%,12.97%,45.12%,20.61%,1.56%,27.50%,0.14,5.10%,3.95%,15.53%,22.11%,25.15%,05/09/2024,8.18%,-0.30%,170.29,2.62,431793,3.31,3.30,3.70,3.28,3.57,7.85%,3.66
107,"GCMG","GCM Grosvenor Inc","USA",458.56,42.97,2.84%,0.00%,100.52%,0.33%,5.93%,2.55,0.00%,0.00%,0.00%,0.39%,0.97%,0.97%,1.07%,0.92%,1.22%,1.47%,7.13%,6.58%,11.63%,19.88%,37.72%,15.74%,0.21,1.90%,1.80%,6.47%,5.85%,16.47%,5/7/2024 8:30:00 AM,1.87%,0.69%,149.29,2.32,337320,10.11,10.18,10.37,10.18,10.37,2.57%,10.37
108,"FDMT","4D Molecular Therapeutics Inc","USA",1407.27,43.54,15.79%,-2.20%,97.21%,0.28%,22.72%,9.89,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,2.62%,28.70%,16.87%,-1.73%,42.22%,37.96%,34.35%,1.47,7.83%,5.44%,21.11%,13.07%,29.39%,5/9/2024 4:30:00 PM,3.89%,1.59%,558.72,2.14,1170564,25.79,26.20,28.38,26.20,27.22,5.54%,27.81
109,"GVA","Granite Construction Inc.","USA",2789.40,43.72,0.97%,-0.47%,107.71%,-1.84%,12.41%,5.42,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.48%,-0.62%,2.58%,5.56%,13.65%,31.60%,52.31%,24.22%,1.84,3.69%,3.02%,2.42%,3.29%,23.97%,5/2/2024 8:30:00 AM,-0.64%,1.37%,536.48,2.23,1163373,62.73,63.59,64.50,62.77,63.18,0.72%,63.18
110,"ABOS","Acumen Pharmaceuticals Inc","USA",169.43,44.37,26.14%,-0.22%,63.76%,4.20%,2.23%,0.99,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,1.25%,-0.53%,22.08%,6.42%,-27.51%,-34.72%,-54.15%,-26.56%,0.19,7.99%,7.37%,18.80%,-2.83%,-14.20%,5/14/2024 8:30:00 AM,5.62%,1.91%,394.02,2.26,867040,2.62,2.67,2.98,2.59,2.82,7.63%,2.83
111,"TBPH","Theravance Biopharma Inc","USA",455.66,44.69,8.10%,61.09%,101.88%,-0.40%,13.12%,5.86,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.53%,-0.12%,6.96%,6.24%,4.93%,-6.67%,-5.54%,-16.64%,0.33,4.21%,3.47%,8.68%,5.77%,-0.43%,5/13/2024 4:30:00 PM,0.32%,0.11%,384.93,2.88,1093731,9.33,9.34,9.76,9.33,9.37,0.43%,9.37
112,"BYON","Beyond Inc","USA",638.67,45.09,1.45%,6.92%,68.27%,-11.63%,12.73%,5.74,0.00%,0.00%,0.00%,0.00%,-1.33%,-1.33%,-0.64%,-0.92%,-0.78%,-1.19%,15.56%,-8.28%,-49.03%,-44.82%,-54.65%,-49.58%,0.88,7.56%,6.15%,6.28%,-10.25%,-35.56%,5/6/2024 4:30:00 PM,2.65%,1.12%,2167.45,2.05,4354968,13.45,13.60,14.59,13.27,13.96,3.79%,14.06
